id,MP,Min,90s,Starts,Compl,Subs,unSub,PPM,onG,onGA,+/-,On-Off,onxG,onxGA,xG+/-,On-Off.1,MinGK,MPGK,StartsGK,90sGK
6eee05f1,31,2256,25.1,25,19,6,1,1.45,39,28.0,11.0,-0.03,41.0,29.8,11.2,-0.02,0,0,0,0.0
6f30a1d5,1,1,0.0,0,0,1,6,3.0,0,0.0,0.0,-0.42,0.0,0.0,0.0,-0.7,0,0,0,0.0
6f5ead86,18,682,7.6,7,1,11,10,0.61,4,20.0,-16.0,-1.55,5.1,12.7,-7.6,-0.7,0,0,0,0.0
6fe8796e,0,0,0.0,0,0,0,12,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
6fe90922,35,2821,31.3,35,16,0,2,2.14,64,25.0,39.0,-0.71,64.7,30.8,33.9,-0.22,0,0,0,0.0
7033ca08,0,0,0.0,0,0,0,17,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
70451f65,0,0,0.0,0,0,0,5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
7152082d,1,29,0.3,0,0,1,2,0.0,0,0.0,0.0,1.19,0.0,0.7,-0.7,-1.52,0,0,0,0.0
7195a684,0,0,0.0,0,0,0,11,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
71dc23da,13,603,6.7,6,3,7,18,0.38,7,16.0,-9.0,-0.58,6.5,12.2,-5.7,-0.5,0,0,0,0.0
724a87e2,0,0,0.0,0,0,0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
72a01aa0,0,0,0.0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
72f87f25,3,38,0.4,0,0,3,5,0.67,2,0.0,2.0,4.36,1.2,0.1,1.1,1.99,0,0,0,0.0
7354ab9f,0,0,0.0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
73affbb6,1,22,0.2,0,0,1,10,3.0,0,0.0,0.0,0.45,0.2,0.5,-0.3,-0.6,0,0,0,0.0
74419746,37,3330,37.0,37,37,0,1,2.27,83,30.0,53.0,2.43,79.5,37.9,41.6,0.23,3330,37,37,37.0
7452c7a8,1,81,0.9,0,0,1,12,0.0,0,1.0,-1.0,-1.27,1.0,1.4,-0.5,-0.79,0,0,0,0.0
747701ab,0,0,0.0,0,0,0,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
75438a9a,20,1491,16.6,16,14,4,14,1.35,24,24.0,0.0,0.93,17.7,28.3,-10.6,-0.15,0,0,0,0.0
75b86fb3,31,2311,25.7,29,13,2,1,2.35,57,18.0,39.0,0.46,50.5,26.1,24.4,-0.52,0,0,0,0.0
75e60d75,14,495,5.5,4,0,10,4,1.14,6,6.0,0.0,0.52,0.0,0.0,0.0,0.0,0,0,0,0.0
75f2c59f,24,1794,19.9,22,13,2,1,1.25,32,28.0,4.0,0.26,27.8,27.4,0.4,0.1,0,0,0,0.0
7703afb6,30,1768,19.6,19,7,11,3,1.13,22,36.0,-14.0,0.16,21.8,30.8,-9.0,0.38,0,0,0,0.0
77d6fd4d,38,3420,38.0,38,38,0,0,1.08,50,70.0,-20.0,0.0,44.9,66.0,-21.2,0.0,3420,38,38,38.0
77e401c7,0,0,0.0,0,0,0,7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
780e3631,27,1438,16.0,18,3,9,7,1.67,24,22.0,2.0,-0.56,23.4,19.8,3.5,-0.4,0,0,0,0.0
7820d1b1,0,0,0.0,0,0,0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
78841da9,30,1298,14.4,16,3,14,8,1.53,21,24.0,-3.0,-0.67,19.8,19.5,0.3,-0.79,0,0,0,0.0
79083382,21,1278,14.2,14,13,7,17,1.86,22,15.0,7.0,-1.02,22.0,14.8,7.2,-0.25,0,0,0,0.0
79194648,0,0,0.0,0,0,0,6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
79443529,36,2933,32.6,33,23,3,0,3.54,59,39.0,20.0,1.04,48.9,36.0,12.9,-0.21,0,0,0,0.0
79b0d6a0,38,3420,38.0,38,38,0,0,1.66,59,43.0,16.0,0.0,65.1,38.4,26.8,0.0,3420,38,38,38.0
