id,MP,Min,90s,Starts,Compl,Subs,unSub,PPM,onG,onGA,+/-,On-Off,onxG,onxGA,xG+/-,On-Off.1,MinGK,MPGK,StartsGK,90sGK
03dc5b1f,16,284,3.2,0,0,16,17,0.5,2,9.0,-7.0,-1.82,4.7,9.2,-4.5,-0.65,0,0,0,0.0
04965583,12,595,6.6,5,4,7,19,2.58,9,1.0,8.0,0.83,9.5,5.4,4.1,0.13,0,0,0,0.0
04981123,28,860,9.6,8,2,20,10,1.29,9,12.0,-3.0,0.35,7.4,13.9,-6.5,-0.18,0,0,0,0.0
04ac8285,10,900,10.0,10,10,0,5,1.6,15,11.0,4.0,0.65,10.5,13.9,-3.4,-0.12,900,10,10,10.0
04e17fd5,38,2311,25.7,23,7,15,0,2.03,39,24.0,15.0,0.18,38.5,25.7,12.8,-0.05,0,0,0,0.0
056269d7,27,1901,21.1,23,15,4,5,2.3,49,20.0,29.0,0.31,38.9,22.5,16.4,-0.19,0,0,0,0.0
05a4465d,25,1124,12.5,10,7,15,5,1.15,11,17.0,-6.0,0.11,12.8,15.5,-2.7,-0.03,0,0,0,0.0
062fc2e6,19,1134,12.6,12,7,7,19,0.79,14,17.0,-3.0,0.55,16.0,18.2,-2.2,-0.24,0,0,0,0.0
068f4dec,0,0,0.0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
08511d65,15,1275,14.2,15,13,0,1,2.2,25,13.0,12.0,-0.29,25.8,14.7,11.2,0.25,0,0,0,0.0
08990838,11,611,6.8,9,2,2,6,1.27,6,6.0,0.0,0.61,4.8,4.4,0.4,0.37,0,0,0,0.0
0959c2a2,24,1330,14.8,15,6,9,0,2.25,28,14.0,14.0,-0.13,26.1,14.1,12.0,0.3,0,0,0,0.0
09a9e921,23,786,8.7,9,0,14,9,1.7,18,8.0,10.0,0.94,14.9,9.8,5.1,0.29,0,0,0,0.0
0a0cc13c,28,748,8.3,6,0,22,7,1.21,14,9.0,5.0,1.14,12.8,10.1,2.7,0.86,0,0,0,0.0
0a447501,16,932,10.4,10,1,6,3,1.06,15,20.0,-5.0,-0.66,14.1,15.6,-1.5,-0.28,0,0,0,0.0
0a8bcb23,12,523,5.8,5,2,7,25,0.83,5,7.0,-2.0,0.28,4.4,9.2,-4.9,-0.34,0,0,0,0.0
0ac94a23,21,1101,12.2,13,0,8,3,1.05,19,21.0,-2.0,-0.12,15.6,17.2,-1.6,0.18,0,0,0,0.0
0ae4e09a,33,2198,24.4,26,8,7,3,1.09,33,39.0,-6.0,0.12,26.3,32.8,-6.5,0.21,0,0,0,0.0
0b006b08,0,0,0.0,0,0,0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
0b2c8585,36,2862,31.8,33,17,3,1,0.97,30,39.0,-9.0,1.65,24.5,47.9,-23.4,0.48,0,0,0,0.0
0b90bb97,34,2412,26.8,29,15,5,1,1.32,44,42.0,2.0,0.43,38.3,38.9,-0.6,-0.02,0,0,0,0.0
0ba976e4,7,431,4.8,6,0,1,0,1.57,10,5.0,5.0,-0.22,7.9,5.4,2.5,-0.4,0,0,0,0.0
0bbab654,2,153,1.7,1,0,1,13,0.0,1,4.0,-3.0,-1.76,1.5,3.8,-2.3,-1.15,0,0,0,0.0
