id,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
f9d5908e,19.0,14.0,0.0,2.0,0.0,1.0,2.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,Matches
1001ae82,48.0,31.0,11.0,3.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,Matches
b0c71810,16.0,8.0,0.0,3.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,Matches
a0791826,168.0,93.0,40.0,10.0,8.0,17.0,0.0,14.0,8.0,2.0,0.0,2.0,2.0,0.0,Matches
62e02107,13.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
20e73fac,120.0,64.0,49.0,1.0,6.0,0.0,0.0,11.0,5.0,6.0,0.0,0.0,0.0,0.0,Matches
861227d2,16.0,13.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,Matches
6e2c94ad,4.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
8bbe2df5,24.0,22.0,1.0,0.0,0.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,Matches
5b146df3,9.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
16324e1d,9.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
f83c8d6c,5.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Matches
edd81e2a,35.0,29.0,2.0,1.0,2.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,Matches
f9921b7f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
8746d5d0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
8746d5d0,23.0,17.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
db87a2c4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
46359159,20.0,15.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
0118c54c,49.0,38.0,4.0,3.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,Matches
2a657da0,47.0,30.0,9.0,3.0,1.0,2.0,2.0,7.0,6.0,0.0,0.0,1.0,0.0,0.0,Matches
677ee102,24.0,22.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Matches
5ee6e943,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
94f8d10c,10.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
8577e60a,67.0,47.0,4.0,6.0,1.0,4.0,5.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,Matches
7b9c2d84,55.0,40.0,0.0,3.0,3.0,8.0,1.0,5.0,2.0,0.0,0.0,2.0,1.0,0.0,Matches
79b2399c,59.0,44.0,3.0,4.0,2.0,1.0,5.0,5.0,2.0,2.0,0.0,0.0,0.0,1.0,Matches
f81ef10d,52.0,45.0,0.0,2.0,2.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,Matches
5e080f73,40.0,30.0,1.0,2.0,4.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,Matches
5b5724d2,25.0,23.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,Matches
f54d2149,40.0,32.0,6.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,Matches
e0f3a1f6,8.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
31a62dc7,53.0,47.0,1.0,0.0,2.0,1.0,2.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,Matches
3043d33f,76.0,46.0,24.0,2.0,2.0,2.0,0.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,Matches
3c6bbbab,59.0,39.0,3.0,3.0,2.0,9.0,3.0,6.0,3.0,0.0,0.0,0.0,2.0,1.0,Matches
5c61496e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
