id,GA,SoTA,Saves,W,D,L,CS,PKatt,PKA,PKsv,PKm
f42e9f3f,7,26,19,3,1,2,2,0,0,0,0
179d2851,16,32,16,6,3,3,4,1,1,0,0
4c6711e2,7,13,6,0,0,2,0,0,0,0,0
e8918589,8,17,9,0,3,1,0,0,0,0,0
2628fd2b,10,31,21,5,3,2,2,1,1,0,0
47c7a40c,13,34,23,1,0,4,0,0,0,0,0
4d6a842d,17,56,40,5,2,3,2,1,0,1,0
58f077c0,8,45,36,6,2,3,6,2,1,1,0
8f62b6ee,5,14,9,2,0,2,1,1,1,0,0
9321b8ed,6,14,8,1,0,2,1,0,0,0,0
20b9f052,7,42,35,9,2,1,5,2,1,1,0
fcb38f57,12,27,15,3,2,3,1,2,2,0,0
f352799f,3,11,8,0,1,2,1,1,1,0,0
ef3909cd,12,27,15,3,1,2,1,0,0,0,0
93db8be8,4,11,7,0,0,1,0,0,0,0,0
f3a97d02,15,23,10,5,3,1,2,1,1,0,0
3b0108d6,0,2,2,1,0,0,1,0,0,0,0
9413b19f,5,14,9,3,0,2,1,0,0,0,0
d436eb94,2,4,2,0,1,1,0,0,0,0,0
30223b33,7,14,7,1,0,0,0,1,1,0,0
dc29b608,14,26,12,5,0,3,2,1,0,0,1
cd4959d1,12,38,28,1,1,4,0,1,1,0,0
11f5df14,8,21,13,2,0,2,1,1,1,0,0
a9a3b55d,4,17,13,2,0,1,0,0,0,0,0
82b1198a,2,13,10,1,2,0,1,1,0,1,0
4c5039bd,0,2,2,0,1,0,1,0,0,0,0
c41f7379,1,4,3,1,0,0,0,0,0,0,0
a469d983,0,1,1,1,0,0,1,0,0,0,0
374ee424,8,24,16,1,4,2,3,0,0,0,0
6fe2aba3,9,23,14,0,0,3,0,1,1,0,0
32f7976d,15,34,19,0,0,5,0,1,1,0,0
625c144a,9,28,19,10,3,0,6,1,1,0,0
903b6e8b,7,21,14,2,0,2,1,0,0,0,0
fd834d1d,3,6,3,1,0,1,1,1,0,0,1
595ccab1,10,32,22,0,1,4,0,3,3,0,0
cfe852d8,11,23,11,2,0,4,1,2,1,1,0
6a73afe7,2,2,0,0,0,0,0,1,1,0,0
f0e4c69e,2,4,2,0,0,1,0,0,0,0,0
6fe5c35b,12,19,8,3,1,2,1,3,3,0,0
53af52f3,6,19,13,3,2,1,3,0,0,0,0
731bf16a,9,18,10,1,0,3,1,0,0,0,0
ea83bfa6,11,37,28,5,1,5,4,2,2,0,0
27d902c8,4,8,3,0,0,2,0,2,1,1,0
fefce889,3,10,7,4,1,0,2,1,1,0,0
4a99131a,3,5,2,0,0,1,0,0,0,0,0
387750b7,6,15,9,0,0,2,0,0,0,0,0
b056e3da,0,4,4,2,0,0,2,0,0,0,0
41f0b196,5,15,10,2,0,2,2,0,0,0,0
705f5269,12,32,20,1,0,4,0,1,1,0,0
913329c8,0,0,0,0,0,0,1,0,0,0,0
f038585f,2,9,7,1,0,1,1,0,0,0,0
03df04ff,5,15,11,3,1,0,2,0,0,0,0
d3ce0e89,1,3,2,1,0,1,1,0,0,0,0
3f2587ee,0,0,0,0,0,0,1,0,0,0,0
864c362f,0,0,0,1,0,0,1,0,0,0,0
c7b13c29,7,21,14,1,2,2,1,2,2,0,0
