id,MP,Min,90s,Starts,Compl,Subs,unSub,PPM,onG,onGA,+/-,On-Off,onxG,onxGA,xG+/-,On-Off.1,MinGK,MPGK,StartsGK,90sGK
e26c4233,5,380,4.2,3,3,2,18,2.0,10,5.0,5.0,0.95,8.2,6.7,1.5,0.18,0,0,0,0.0
e26fcca3,27,2428,27.0,27,25,0,0,0.78,27,55.0,-28.0,0.39,30.5,46.2,-15.7,0.05,0,0,0,0.0
e27da244,29,2610,29.0,29,29,0,0,1.55,46,43.0,3.0,-1.7,40.4,41.0,-0.7,-0.01,0,0,0,0.0
e280527c,30,2352,26.1,26,20,4,1,2.17,51,18.0,33.0,1.14,51.9,31.1,20.8,0.23,0,0,0,0.0
e2d34771,0,0,0.0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
e33c06cf,31,2654,29.5,29,29,2,3,2.23,73,29.0,44.0,-1.17,75.2,22.7,52.5,0.46,0,0,0,0.0
e385200c,1,90,1.0,1,1,0,16,0.0,1,2.0,-1.0,0.18,1.0,1.7,-0.7,0.18,90,1,1,1.0
e3f6253d,19,1222,13.6,13,12,6,11,0.74,9,32.0,-23.0,-0.76,14.5,22.8,-8.2,-0.17,0,0,0,0.0
e4086af3,2,162,1.8,2,1,0,1,0.0,1,3.0,-2.0,-0.61,2.6,1.4,1.2,0.85,0,0,0,0.0
e42d61c7,21,1740,19.3,19,18,2,6,2.57,53,23.0,30.0,1.07,38.7,20.7,18.0,0.69,0,0,0,0.0
e4a30d8c,2,180,2.0,2,2,0,8,1.5,2,3.0,-1.0,-0.03,1.4,1.9,-0.6,0.17,180,2,2,2.0
e5649a78,25,2118,23.5,24,20,1,6,1.48,41,46.0,-5.0,0.84,34.8,42.6,-7.8,0.38,0,0,0,0.0
e5a35ae9,30,1717,19.1,16,5,14,2,1.03,29,35.0,-6.0,0.29,25.5,33.0,-7.5,0.46,0,0,0,0.0
e5be34dd,1,25,0.3,0,0,1,0,0.0,0,2.0,-2.0,-6.81,0.2,1.6,-1.3,-4.22,0,0,0,0.0
e5d85da8,20,1414,15.7,17,4,3,1,0.65,14,27.0,-13.0,0.65,17.4,29.0,-11.6,0.29,0,0,0,0.0
e5f63987,24,1276,14.2,12,5,12,0,1.58,30,16.0,14.0,1.09,20.8,16.8,4.0,0.52,0,0,0,0.0
e6562d9a,0,0,0.0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
e665a2db,1,62,0.7,1,0,0,1,0.0,0,1.0,-1.0,-1.84,0.1,1.1,-1.0,-1.66,0,0,0,0.0
e6c15f6e,2,94,1.0,1,1,1,4,3.0,3,2.0,1.0,0.62,2.2,0.5,1.7,1.69,0,0,0,0.0
e6c43eec,19,1570,17.4,18,16,1,0,1.95,35,26.0,9.0,0.33,22.2,24.3,-2.1,-0.2,0,0,0,0.0
e7d22eae,13,757,8.4,7,2,6,5,0.69,14,22.0,-8.0,-0.48,10.0,14.6,-4.6,-0.11,0,0,0,0.0
