id,MP,Min,90s,Starts,Compl,Subs,unSub,onG,onGA,+/-,onxG,onxGA,xG+/-,MinGK,MPGK,StartsGK,90sGK
2b3efa4a,3,224,2,2,2,1,2,1,3,-2,3.2,4.6,-1.4,0,0,0,0
2b59d76f,6,453,5,5,4,1,0,4,6,-2,3.8,5.9,-2.0,0,0,0,0
2b83fa49,2,180,2,2,2,0,3,1,1,0,1.5,2.3,-0.7,0,0,0,0
2b9fdeea,12,762,8,9,2,3,0,14,10,4,12.4,7.9,4.6,0,0,0,0
2baabdf7,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,0
2bd83368,1,2,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0
2c0f8e9e,1,90,1,1,1,0,0,3,1,2,1.4,0.4,0.9,0,0,0,0
2c125b75,5,184,2,1,1,4,0,0,2,-2,2.9,1.7,1.1,0,0,0,0
2ccd89a3,6,540,6,6,6,0,0,6,6,0,8.0,7.7,0.3,0,0,0,0
2cd3d3ce,6,528,5,6,5,0,0,9,15,-6,6.7,9.6,-2.9,0,0,0,0
2d3b60c1,2,180,2,2,2,0,1,2,2,0,2.3,2.8,-0.4,0,0,0,0
2d49b833,6,540,6,6,6,0,0,4,4,0,7.6,5.9,1.6,0,0,0,0
2d970560,3,55,0,0,0,3,2,3,3,0,0.6,1.2,-0.6,0,0,0,0
2deaf8b2,7,285,3,3,2,4,3,10,3,7,5.4,5.0,0.5,0,0,0,0
2e06f387,1,19,0,0,0,1,0,1,0,1,0.3,0.1,0.2,0,0,0,0
2e2ec9cf,5,110,1,1,1,4,2,0,3,-3,0.6,2.1,-1.5,0,0,0,0
2e3596d1,5,385,4,5,4,0,0,7,6,1,4.3,7.7,-3.4,0,0,0,0
2e8fc160,1,74,0,1,0,0,1,0,0,0,1.1,1.0,0.0,0,0,0,0
2ebc1b44,5,441,4,5,3,0,0,6,2,4,6.4,4.5,1.9,0,0,0,0
2f3452eb,2,76,0,1,0,1,0,2,0,2,0.8,0.8,0.0,0,0,0,0
2f557579,2,127,1,1,1,1,0,2,3,-1,2.6,2.2,0.4,0,0,0,0
2f7407fa,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0
2f798b41,2,180,2,2,2,0,6,2,2,0,2.8,2.3,0.4,0,0,0,0
2f94b2a0,4,183,2,2,1,2,0,1,4,-3,0.8,3.6,-2.8,0,0,0,0
2f9c21da,6,536,6,6,5,0,0,9,15,-6,6.7,9.6,-2.9,0,0,0,0
2fabebc0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,0,0
2fd78b8e,3,133,1,1,1,2,1,1,4,-3,0.6,2.1,-1.5,0,0,0,0
2ff964a0,1,71,0,1,0,0,0,0,1,-1,0.2,0.8,-0.6,0,0,0,0
30261ba1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0
30263816,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,0,0
302acf38,6,503,5,6,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
3061e1ec,6,540,6,6,6,0,0,3,9,-6,5.3,8.2,-2.9,540,6,6,6
30643ce2,2,135,1,2,0,0,0,3,2,1,1.7,1.9,-0.3,0,0,0,0
30c220c3,5,370,4,4,4,1,1,3,6,-3,6.9,7.5,-0.6,0,0,0,0
30d4a2e5,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,0,0
314a0ea4,5,441,4,5,3,0,0,4,4,0,4.3,5.9,-1.5,0,0,0,0
314bdac5,10,682,7,7,7,3,0,20,8,12,10.7,10.3,0.4,0,0,0,0
314c2af0,2,180,2,2,2,0,6,1,2,-1,0.8,1.9,-1.1,180,2,2,2
319322cd,5,450,5,5,5,0,0,5,9,-4,7.5,6.4,1.1,0,0,0,0
31d7f557,2,180,2,2,2,0,0,3,3,0,2.8,3.0,-0.2,0,0,0,0
