id,FK,CK,OG,PSxG,PSxG+/-,Cmp,Att,Att.1,Thr,Att.2,Opp,Stp,#OPA,TotLen,TotLen.1,TotDist
5e8936be,0,2,1,7.3,0.3,61,129,182,24,59,91,4,5,7170.8,2590.1,72.0
6f4e1c93,0,0,0,6.1,-0.9,12,35,64,8,24,36,0,9,2316.8,938.4,191.7
6f51e382,0,2,0,6.4,-1.6,12,38,199,38,22,39,4,10,5154.1,473.0,202.0
7b456af7,0,4,0,10.6,-1.4,42,128,213,31,77,125,8,5,7220.7,3357.2,56.0
7f40333d,0,1,0,10.2,0.2,49,116,215,31,45,103,9,10,8148.5,1980.0,162.0
82b1198a,0,0,0,1.7,-0.3,1,4,26,2,3,7,0,3,613.6,63.0,68.4
8a6ab963,0,1,0,0.7,-0.3,5,8,24,2,10,9,0,1,756.0,262.0,19.5
9328b835,0,0,0,0.0,0.0,4,11,16,3,9,7,0,0,572.8,430.2,0.0
939bc634,0,0,0,1.9,-0.1,25,53,70,13,33,26,1,5,2618.0,1689.6,115.5
93fffbcf,0,1,0,4.9,-0.1,36,70,178,22,32,53,3,5,5820.6,1296.0,75.5
9413b19f,0,2,0,9.5,-3.5,13,34,140,25,62,78,0,7,3346.0,1705.0,120.4
972d595a,0,1,0,5.4,3.4,21,57,58,8,28,65,4,0,2818.8,1262.8,0.0
99047b00,0,0,0,4.8,-0.2,14,40,101,19,19,26,2,12,3363.3,754.3,223.2
a111cf41,0,0,1,7.4,2.4,28,65,106,19,32,52,3,4,3911.4,1529.6,60.4
a2abe631,0,0,0,6.1,3.1,42,110,214,19,51,84,3,7,7340.2,2397.0,107.8
a3b0ed18,0,1,0,6.7,1.7,16,30,109,20,35,63,2,6,2964.8,1057.0,94.8
a9a3b55d,0,0,0,7.5,0.5,34,76,126,18,20,46,2,6,4825.8,1018.0,85.2
ad3389d5,0,0,0,11.3,3.3,23,98,293,39,44,77,4,6,9053.7,1645.6,96.6
afb0c500,0,1,0,5.7,-0.3,28,122,244,33,72,72,2,9,8344.8,3146.4,168.3
b69dfb42,0,4,0,10.6,0.6,24,83,131,26,55,104,2,7,4847.0,2288.0,121.8
b9139383,0,1,0,9.2,-0.8,12,66,86,24,39,71,1,1,3302.4,1599.0,10.1
bcb2ccd8,0,1,0,6.6,-0.4,23,59,208,30,39,67,1,6,5990.4,1068.6,137.4
be855308,0,0,0,3.6,2.6,14,40,73,9,22,36,2,0,2533.1,921.8,0.0
c924b17d,1,0,0,9.1,0.1,29,89,176,37,48,57,1,5,5860.8,1737.6,70.5
cb4f24c6,0,2,1,10.2,-1.8,17,38,156,34,36,57,3,7,4102.8,1209.6,116.2
cc1c5035,0,0,0,2.9,0.9,21,41,73,9,19,40,4,0,2540.4,763.8,0.0
cd59b9df,0,1,1,4.7,-0.3,3,10,51,7,8,16,0,2,1275.0,152.8,38.6
ce17b5eb,0,1,0,17.0,4.0,52,194,343,59,93,174,15,17,12382.3,4417.5,241.4
d0d98611,0,1,0,2.5,0.5,3,7,26,8,5,11,1,0,764.4,114.0,0.0
d1a08b5a,0,0,0,0.1,0.1,4,20,25,1,4,10,1,1,1130.0,258.0,10.6
d6f6ce93,0,1,0,1.7,-2.3,2,3,55,14,9,19,1,7,1127.5,149.4,186.2
ea83bfa6,0,1,1,9.8,-0.2,18,90,171,28,50,87,5,5,6053.4,1900.0,75.0
ef3909cd,0,3,0,15.1,3.1,64,174,383,67,84,160,13,33,13251.8,2822.4,561.0
f00de885,0,0,0,4.6,-1.4,50,94,232,39,54,100,5,7,7470.4,1846.8,88.9
f3a97d02,0,4,2,14.7,1.7,82,232,389,48,118,196,3,14,14004.0,4956.0,229.6
f6798fc3,0,0,0,6.9,2.9,15,40,109,17,39,69,3,4,3237.3,1283.1,45.2
f9e0c603,0,1,0,8.0,-2.0,29,69,199,34,40,62,2,14,5751.1,1652.0,277.2
fd834d1d,0,0,0,3.6,0.6,6,23,44,8,4,4,1,3,1711.6,140.0,60.6
