id,FK,CK,OG,PSxG,PSxG+/-,Cmp,Att,Att.1,Thr,Att.2,Opp,Stp,#OPA,TotLen,TotLen.1,TotDist
bcb2ccd8,1,0,1,9.2,0.2,53,132,160,18,44,79,3,10,6688.0,2494.8,184.0
c089980e,0,1,0,12.9,0.9,68,181,177,22,61,125,7,8,8460.6,3586.8,105.6
c0b1a6da,0,1,0,0.6,-0.4,2,8,20,9,7,21,0,0,540.0,384.3,0.0
c2e41cfb,0,0,0,1.6,0.6,9,32,40,3,8,18,2,1,1624.0,467.2,13.3
cd59b9df,0,0,0,0.6,-0.4,2,18,30,4,13,15,2,0,1089.0,509.6,0.0
cda0b317,0,3,0,3.8,-1.2,20,50,51,6,19,24,0,0,2381.7,1010.8,0.0
d0c41b99,0,0,1,4.7,0.7,33,82,78,18,48,69,1,4,3151.2,2769.6,49.2
d3149135,0,2,0,6.0,1.0,31,98,113,17,42,71,6,1,4599.1,2272.2,9.4
da1c9094,0,0,0,0.5,0.5,9,20,24,6,9,13,0,0,996.0,549.0,0.0
dc4511f3,0,0,0,0.1,0.1,2,10,7,0,3,5,0,0,364.7,156.9,0.0
e358587b,0,0,0,3.0,0.0,15,22,62,15,16,16,2,8,1593.4,649.6,151.2
e66a1ad7,0,0,0,5.3,-0.7,34,90,87,19,34,64,5,2,3923.7,2046.8,23.0
e704919e,0,1,0,2.8,-0.2,15,32,41,6,11,26,0,1,1611.3,504.9,11.0
e7ee38c3,0,2,0,4.8,-1.2,45,98,138,28,41,54,3,6,5354.4,2537.9,84.6
e8ce5a3e,0,0,0,3.2,1.2,0,4,13,5,3,10,0,1,497.9,81.0,31.0
e961d3ac,0,0,0,3.7,-1.3,18,49,87,14,30,26,1,3,2931.9,1374.0,46.5
eb2b33aa,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
ee833569,0,0,0,9.1,1.1,56,123,146,34,44,110,9,4,6029.8,2468.4,42.4
ee8508c0,0,1,0,4.5,2.5,40,100,92,21,56,105,3,3,3744.4,3427.2,40.2
ef3909cd,1,2,1,12.3,2.3,54,119,181,44,66,123,8,3,6570.3,3201.0,36.9
f00de885,1,1,0,10.0,2.0,38,121,197,25,87,129,5,3,6816.2,3941.1,31.2
f4eb377b,1,1,0,15.1,3.1,81,198,274,41,105,124,1,6,10110.6,5418.0,73.2
f7b10c66,1,0,0,4.7,-2.3,30,82,94,15,33,65,6,5,3619.0,1943.7,70.0
fb5eb6e0,1,0,0,0.6,-1.4,3,7,27,4,4,5,0,1,799.2,159.2,17.0
fcd24f5f,0,0,0,3.9,-0.1,14,52,64,4,19,38,2,1,2611.2,1081.1,7.9
fefce889,0,1,0,3.4,0.4,6,8,27,9,6,12,1,2,783.0,151.2,26.4
