id,url
24d9435b,https://www.transfermarkt.co.uk/nikolay-rasskazov/profil/spieler/285868
24e9421b,https://www.transfermarkt.co.uk/isaac-cuenca/profil/spieler/176285
24fc70d3,https://www.transfermarkt.co.uk/mohamed-camara/profil/spieler/426723
2506009f,https://www.transfermarkt.co.uk/charles-petro/profil/spieler/703710
25126342,https://www.transfermarkt.co.uk/michael-luftner/profil/spieler/61763
2535e885,https://www.transfermarkt.co.uk/roland-juhasz/profil/spieler/33868
254b831b,https://www.transfermarkt.co.uk/matej-chalus/profil/spieler/321178
256ac8f4,https://www.transfermarkt.co.uk/danila-prokhin/profil/spieler/486083
25736bcf,https://www.transfermarkt.co.uk/fulvio-sulmoni/profil/spieler/33351
25763990,https://www.transfermarkt.co.uk/kingsley-madu/profil/spieler/262682
2580854e,https://www.transfermarkt.com/milos-kosanovic/profil/spieler/65521
