matches,minutes,nineties,starts,completed,sub,sub_unused,onpitch_goals,onpitch_goals_ag,onpitch_goals_delta,onpitch_xg,onpitch_xga,onpitch_xg_delta,season,comp,id
17,226,2,1,0,16,8,6,2,4,6.4,5.4,1,22,FRA,f83c8d6c
32,1837,20,21,0,11,0,27,25,2,26.2,23.8,2,22,FRA,f8405304
30,2311,25,27,17,3,0,23,45,-22,18.8,41.9,-23,22,FRA,f86ca403
26,1414,15,17,5,9,2,18,35,-17,15.7,27.6,-11,22,FRA,f8ce97ca
1,24,0,0,0,1,3,0,1,-1,0.3,1.0,0,22,FRA,f98b15f0
29,1621,18,21,3,8,5,25,15,10,24.8,23.4,1,22,FRA,f9d5908e
30,1717,19,20,4,10,0,21,30,-9,19.7,26.5,-6,22,FRA,fb14aa28
16,1440,16,16,16,0,22,17,25,-8,18.7,19.1,0,22,FRA,fbf83734
29,1832,20,21,5,8,0,52,19,33,38.3,18.9,19,22,FRA,fc46aab1
30,1782,19,19,10,11,7,26,16,10,29.3,23.4,5,22,FRA,fc4cf6a7
12,877,9,10,8,2,10,23,9,14,15.5,9.4,6,22,FRA,fc62f087
24,626,7,7,1,17,13,5,18,-13,7.4,13.8,-6,22,FRA,fcc84a07
34,2870,31,33,29,1,0,44,30,14,47.9,34.3,13,22,FRA,fd2bc67d
5,70,0,0,0,5,10,2,0,2,1.0,0.7,0,22,FRA,fe6c1add
32,2099,23,22,19,10,4,31,27,4,25.9,33.2,-7,22,FRA,feb5d3ab
33,2129,23,22,15,11,0,26,49,-23,18.5,41.5,-23,22,FRA,feb5d972
23,1742,19,20,14,3,6,27,26,1,31.0,27.0,4,22,FRA,ff0ab48c
4,44,0,0,0,4,10,0,2,-2,0.4,0.9,0,22,FRA,ff20acfe
1,6,0,0,0,1,10,0,0,0,0.0,0.1,0,22,FRA,ff44d058
34,1770,19,19,8,15,1,30,18,12,30.5,20.4,10,22,FRA,ff800ed8
12,573,6,6,1,6,2,7,9,-2,8.8,8.7,0,22,FRA,ffec9769
14,469,5,4,0,10,2,10,4,6,8.9,6.6,2,22,FRA,fffea3e5
36,3095,34,35,32,1,0,31,73,-42,39.1,55.9,-16,23,FRA,00891164
37,2833,31,31,18,6,0,57,21,36,53.0,35.4,17,23,FRA,00a8d210
27,651,7,6,1,21,8,15,8,7,14.1,8.5,5,23,FRA,01870104
15,258,2,1,0,14,12,5,6,-1,6.5,2.9,3,23,FRA,01becd60
24,1656,18,18,15,6,8,15,24,-9,23.8,27.8,-4,23,FRA,01fd01e8
26,800,8,5,1,21,10,11,8,3,14.5,11.5,3,23,FRA,02bcaf8e
23,717,8,6,1,17,1,18,9,9,16.7,10.5,6,23,FRA,032f894e
2,23,0,0,0,2,2,0,0,0,0.1,0.6,0,23,FRA,03e91055
19,863,9,9,1,10,3,12,7,5,15.5,10.8,4,23,FRA,0400dd2f
17,1503,16,16,15,1,9,20,23,-3,19.0,24.9,-5,23,FRA,04ac78d2
37,1577,17,15,5,22,1,24,23,1,19.0,25.1,-6,23,FRA,04bb2b06
28,2297,25,25,20,3,9,33,34,-1,30.5,29.9,0,23,FRA,0512a60a
14,781,8,8,5,6,23,8,13,-5,9.6,12.4,-2,23,FRA,061266cd
34,2714,30,32,15,2,0,47,40,7,42.9,44.5,-1,23,FRA,065dc209
33,2823,31,33,26,0,0,61,27,34,56.6,34.5,22,23,FRA,06c48679
11,839,9,9,8,2,2,20,15,5,14.5,15.2,0,23,FRA,06df8256
4,64,0,0,0,4,0,2,1,1,0.9,1.6,0,23,FRA,07ace8c3
7,630,7,7,7,0,12,10,14,-4,11.4,11.2,0,23,FRA,0810b6df
33,2704,30,31,26,2,0,72,32,40,59.5,38.7,20,23,FRA,08511d65
38,3409,37,38,37,0,0,89,40,49,78.1,48.3,29,23,FRA,08f5afaa
23,1000,11,12,0,11,14,12,7,5,17.2,15.2,2,23,FRA,095e4199
26,1361,15,14,9,12,6,7,30,-23,12.0,20.8,-8,23,FRA,0a63446f
3,59,0,0,0,3,2,1,1,0,1.5,1.6,0,23,FRA,0af4dcf0
28,905,10,6,2,22,2,13,15,-2,18.4,13.0,5,23,FRA,0b2c9aec
19,1079,12,14,1,5,1,12,25,-13,16.9,16.2,0,23,FRA,0b4d8274
32,1859,20,19,11,13,0,39,32,7,33.0,29.7,3,23,FRA,0b4f388a
27,1422,15,16,0,11,0,24,23,1,23.1,24.6,-1,23,FRA,0be95d34
24,1791,19,22,8,2,1,19,28,-9,24.3,26.7,-2,23,FRA,0bfca6a1
34,2515,27,27,22,7,4,34,39,-5,33.8,38.4,-4,23,FRA,0cbc8baa
33,2513,27,29,9,4,0,46,43,3,36.3,41.9,-5,23,FRA,0d7b6576
38,3420,38,38,38,0,0,51,57,-6,52.5,57.0,-4,23,FRA,0e12089d
30,913,10,8,1,22,5,12,14,-2,14.6,14.600000000000001,0,23,FRA,0e46fa2f
22,786,8,6,2,16,12,10,16,-6,7.3,14.0,-6,23,FRA,0e7ccfc4
5,96,1,0,0,5,7,2,2,0,3.1,1.5,1,23,FRA,0e8d7b6c
30,1797,20,21,9,9,6,21,45,-24,21.7,42.5,-20,23,FRA,0ed063d6
26,1310,14,13,5,13,2,18,21,-3,17.6,20.4,-2,23,FRA,0f8418aa
2,15,0,0,0,2,2,0,0,0,0.3,0.1,0,23,FRA,0f86995c
28,1953,21,23,17,5,8,27,30,-3,27.4,32.4,-5,23,FRA,0ff630d0
21,1612,17,16,15,5,15,31,25,6,33.0,19.4,13,23,FRA,102c9665
10,257,2,2,0,8,6,1,6,-5,3.6,6.1,-2,23,FRA,104b4ad3
37,1391,15,15,0,22,0,15,25,-10,17.0,26.6,-9,23,FRA,10dd88f9
30,2419,26,29,18,1,0,37,45,-8,33.5,38.7,-5,23,FRA,10f0fdd3
1,90,1,1,1,0,4,2,1,1,1.2,1.4,0,23,FRA,114bbdee
12,372,4,4,0,8,3,3,4,-1,5.9,7.4,-1,23,FRA,11f54bd5
6,193,2,1,0,5,1,1,5,-4,1.1,2.5,-1,23,FRA,1237c049
9,572,6,6,5,3,7,5,10,-5,8.2,11.3,-3,23,FRA,1361e5bc
29,2194,24,27,14,2,0,59,26,33,55.0,31.1,23,23,FRA,1467af0d
32,2525,28,28,15,4,1,45,25,20,52.5,25.0,27,23,FRA,148e136f
23,1175,13,13,7,10,11,20,21,-1,19.6,19.5,0,23,FRA,15944afd
30,2491,27,27,27,3,2,31,37,-6,33.6,36.0,-2,23,FRA,16aa7d4c
3,24,0,0,0,3,6,0,2,-2,0.3,1.3,-1,23,FRA,17e25e72
37,2490,27,28,14,9,1,51,27,24,46.8,27.0,19,23,FRA,1880614f
6,254,2,3,1,3,0,3,9,-6,2.8,5.8,-3,23,FRA,18ebca4b
23,1293,14,15,3,8,2,23,11,12,24.9,17.2,7,23,FRA,19053e31
36,2244,24,25,11,11,0,24,33,-9,30.4,38.0,-7,23,FRA,1956b948
26,1629,18,18,11,8,0,35,20,15,33.2,17.6,15,23,FRA,1961b2aa
23,1655,18,20,10,3,1,26,18,8,23.1,24.5,-1,23,FRA,19ba6c6d
23,1646,18,18,15,5,4,24,29,-5,23.0,34.8,-11,23,FRA,1a066e69
23,1506,16,19,2,4,1,18,33,-15,21.8,24.2,-2,23,FRA,1a248246
17,1459,16,17,14,0,0,27,20,7,25.3,23.3,2,23,FRA,1a2935f6
31,1767,19,17,11,14,6,22,26,-4,28.2,23.5,4,23,FRA,1a6b7ea4
30,2459,27,27,25,3,4,15,57,-42,23.9,40.7,-16,23,FRA,1a85bcdb
2,20,0,0,0,2,7,0,1,-1,0.0,0.4,0,23,FRA,1b5b32d2
1,82,0,0,0,1,5,1,0,1,0.5,0.5,0,23,FRA,1b729a98
3,19,0,0,0,3,1,0,0,0,0.0,0.1,0,23,FRA,1bd5bdc4
33,2653,29,29,25,4,1,48,33,15,52.9,32.7,20,23,FRA,1bfb6fef
34,3014,33,34,32,0,1,62,31,31,55.3,38.1,17,23,FRA,1d2d5cc8
1,9,0,0,0,1,1,0,0,0,0.2,0.4,0,23,FRA,1d383c10
27,2257,25,26,18,1,2,36,35,1,36.1,35.1,1,23,FRA,1d5c96f8
33,2456,27,28,19,5,2,31,32,-1,39.5,35.8,3,23,FRA,1ddbc7ca
26,1330,14,14,5,12,11,23,17,6,22.4,19.5,2,23,FRA,1df4a109
31,1933,21,21,11,10,6,30,25,5,32.4,28.0,4,23,FRA,1e52971c
32,2798,31,32,31,0,3,19,60,-41,30.1,43.7,-13,23,FRA,1e7aea56
2,36,0,0,0,2,6,1,0,1,0.8,0.0,0,23,FRA,1e93fc5d
7,338,3,3,2,4,11,6,6,0,7.4,4.1,3,23,FRA,1ec7e1c5
1,4,0,0,0,1,3,0,0,0,0.4,0.0,0,23,FRA,1f6298f2
30,1482,16,17,2,13,0,11,31,-20,19.1,27.6,-8,23,FRA,2054d037
33,2925,32,32,32,1,2,59,34,25,56.9,36.8,20,23,FRA,20b9f052
33,2009,22,25,7,8,1,8,42,-34,18.4,31.5,-13,23,FRA,20e0dd86
37,3065,34,37,16,0,0,64,35,29,55.3,39.1,16,23,FRA,20e73fac
13,583,6,6,2,7,19,9,12,-3,10.3,12.0,-1,23,FRA,2180c761
1,20,0,0,0,1,2,0,0,0,0.1,0.6,0,23,FRA,22396615
15,1064,11,12,7,3,0,9,14,-5,12.6,16.0,-3,23,FRA,22bfb57e
37,3330,37,37,37,0,1,52,52,0,43.4,57.2,-13,23,FRA,2321ea6e
32,1579,17,16,5,16,1,21,30,-9,21.1,23.299999999999997,-2,23,FRA,23c63b7f
19,1710,19,19,19,0,0,16,41,-25,18.6,31.0,-12,23,FRA,2434f24a
32,2162,24,26,7,6,0,33,31,2,32.7,32.8,0,23,FRA,25749008
27,1635,18,20,5,7,2,30,28,2,23.6,28.1,-4,23,FRA,2677a1de
34,2426,27,25,23,9,3,28,57,-29,25.4,59.8,-34,23,FRA,279ddf6a
27,2430,27,27,27,0,11,21,62,-41,28.1,46.3,-18,23,FRA,28dabd43
28,1066,11,14,0,14,9,21,22,-1,14.3,20.8,-6,23,FRA,29939a1d
21,958,10,12,0,9,6,10,13,-3,13.5,13.3,0,23,FRA,29c02c9f
30,1918,21,22,9,8,2,21,35,-14,20.5,30.5,-10,23,FRA,2acd49b9
34,2700,30,31,21,3,0,35,39,-4,46.3,43.3,3,23,FRA,2acf0cd7
38,2656,29,30,20,8,0,31,43,-12,30.2,45.0,-14,23,FRA,2b1bed19
14,838,9,11,2,3,0,15,9,6,13.8,9.4,4,23,FRA,2b471f99
35,2679,29,32,11,3,2,51,27,24,51.8,32.3,19,23,FRA,2c0f8e9e
2,98,1,1,1,1,5,1,6,-5,1.8,2.6,0,23,FRA,2c70d915
1,32,0,0,0,1,4,0,1,-1,0.2,1.7,-1,23,FRA,2c8a91b9
15,870,9,9,5,6,1,16,14,2,14.0,11.0,3,23,FRA,2ccd89a3
3,266,3,3,0,0,0,5,3,2,6.3,4.0,2,23,FRA,2d22cea7
8,428,4,6,1,2,14,8,6,2,7.1,7.2,0,23,FRA,2db2fd7b
18,1548,17,18,13,0,0,27,25,2,21.1,26.6,-5,23,FRA,2f9e4435
19,1710,19,19,19,0,0,37,22,15,29.8,29.8,0,23,FRA,2fa2a875
2,13,0,0,0,2,12,0,0,0,0.3,0.8,0,23,FRA,300ec91c
26,641,7,6,0,20,10,8,7,1,9.9,10.8,0,23,FRA,3010aefb
26,1288,14,14,2,12,1,23,24,-1,20.5,25.0,-4,23,FRA,30144daa
35,2896,32,32,27,3,1,60,44,16,53.2,44.1,9,23,FRA,30af8b93
29,2342,26,28,19,1,0,38,35,3,31.6,39.7,-8,23,FRA,31626657
37,2999,33,34,19,3,0,42,37,5,56.9,45.2,11,23,FRA,31822f8c
30,2489,27,29,23,1,0,24,64,-40,26.8,47.4,-20,23,FRA,3189f61a
26,2015,22,23,18,3,1,27,31,-4,28.1,34.6,-6,23,FRA,321a71a7
37,3330,37,37,37,0,0,45,42,3,60.5,50.1,10,23,FRA,32c2d95f
7,546,6,7,3,0,0,8,14,-6,5.7,12.2,-6,23,FRA,32e2163d
4,78,0,1,0,3,9,3,1,2,0.7,0.4,0,23,FRA,32f3d97e
2,21,0,0,0,2,0,0,1,-1,0.2,1.4,-1,23,FRA,331c5a98
11,518,5,7,2,4,14,10,5,5,8.9,6.4,2,23,FRA,3322e296
22,1056,11,11,3,11,8,27,10,17,23.5,11.9,11,23,FRA,34a88e3e
32,1764,19,19,6,13,3,24,48,-24,21.0,45.6,-24,23,FRA,35516eac
36,2340,26,24,8,12,0,39,30,9,36.8,37.5,0,23,FRA,357103bd
2,10,0,0,0,2,8,0,1,-1,0.1,0.1,0,23,FRA,3670aa71
16,1060,11,12,9,4,17,10,14,-4,10.8,21.5,-10,23,FRA,3681cfff
34,2464,27,29,7,5,0,55,35,20,45.0,33.0,12,23,FRA,3708e9fa
7,223,2,1,0,6,7,6,5,1,6.6,5.9,0,23,FRA,37143438
33,1693,18,16,2,17,3,17,38,-21,19.8,28.8,-9,23,FRA,374fbf7d
34,2738,30,32,20,2,0,52,50,2,42.3,45.5,-3,23,FRA,375622c5
5,408,4,4,4,1,24,5,11,-6,5.0,10.3,-5,23,FRA,3814120d
7,630,7,7,7,0,10,8,12,-4,6.1,10.7,-4,23,FRA,3916b09c
33,2214,24,26,14,7,0,49,22,27,45.7,24.8,20,23,FRA,3935e52e
31,2153,23,25,13,6,1,28,52,-24,22.7,45.6,-22,23,FRA,3975195f
37,2232,24,26,5,11,0,33,27,6,35.0,31.9,3,23,FRA,397ba086
18,1259,14,14,12,4,0,17,18,-1,22.0,20.2,1,23,FRA,39b326ed
27,960,10,9,3,18,4,12,14,-2,16.1,15.0,1,23,FRA,3a24769f
36,2446,27,29,8,7,1,58,28,30,54.0,34.2,19,23,FRA,3b029691
8,101,1,0,0,8,4,0,0,0,1.0,2.6,-1,23,FRA,3b676989
19,1052,11,13,0,6,2,21,18,3,16.6,12.3,4,23,FRA,3bd65247
36,3149,35,36,30,0,1,34,50,-16,39.1,48.3,-9,23,FRA,3befc2b6
23,1689,18,19,14,4,3,17,22,-5,20.9,22.7,-1,23,FRA,3c6bbbab
24,1979,22,22,20,2,9,15,40,-25,23.3,32.5,-9,23,FRA,3cdfc63e
37,3330,37,37,37,0,0,44,54,-10,41.9,55.0,-13,23,FRA,3d214e5f
20,1172,13,14,7,6,5,16,21,-5,19.5,18.7,0,23,FRA,3dd738a1
19,435,4,3,0,16,14,11,9,2,6.8,8.7,-1,23,FRA,3eaf8817
35,3117,34,35,32,0,0,40,47,-7,42.5,53.9,-11,23,FRA,3ecc8c5f
11,345,3,3,0,8,8,9,6,3,6.7,6.7,0,23,FRA,3ef0fa48
34,2995,33,34,32,0,1,48,47,1,46.9,46.7,0,23,FRA,3f319bb9
22,1329,14,15,10,7,11,17,21,-4,20.900000000000002,21.7,0,23,FRA,40221fa7
25,941,10,10,0,15,1,13,10,3,16.0,13.200000000000001,2,23,FRA,40774c6b
30,1851,20,25,1,5,1,34,33,1,31.5,28.7,2,23,FRA,40ef7347
26,1879,20,24,14,2,1,38,20,18,38.3,21.9,16,23,FRA,41eebdf5
34,2098,23,23,8,11,1,29,34,-5,29.1,37.3,-8,23,FRA,42276181
5,66,0,0,0,5,0,1,1,0,1.3,1.3,0,23,FRA,42f0113f
34,2818,31,32,26,2,0,73,33,40,65.2,42.1,23,23,FRA,42fd9c7f
13,716,8,8,6,5,12,10,14,-4,11.7,10.8,0,23,FRA,4315f30d
28,1648,18,18,10,10,7,40,19,21,36.3,23.4,12,23,FRA,433dc9a2
31,2677,29,31,27,0,2,40,44,-4,38.4,43.7,-5,23,FRA,43e7a164
16,1363,15,15,14,1,4,25,13,12,25.2,18.0,7,23,FRA,4534a352
9,446,5,4,2,5,4,13,7,6,11.4,7.3,4,23,FRA,45cce300
13,771,8,9,4,4,1,12,18,-6,10.8,13.6,-2,23,FRA,462475ed
11,511,5,5,3,6,0,8,6,2,11.2,6.7,4,23,FRA,46359159
6,66,0,0,0,6,7,1,2,-1,1.7,1.6,0,23,FRA,46750e9c
12,277,3,2,0,10,23,2,5,-3,4.9,3.1,1,23,FRA,468fdbad
16,1136,12,15,4,1,0,11,26,-15,11.4,22.0,-10,23,FRA,46faabfa
1,90,1,1,1,0,31,2,2,0,1.7,0.7,1,23,FRA,477e50ce
3,91,1,1,0,2,2,0,4,-4,0.8,0.8,0,23,FRA,47c609d5
29,2194,24,25,16,4,1,50,40,10,39.8,33.6,6,23,FRA,489e80e3
30,1300,14,16,1,14,5,17,22,-5,19.8,19.5,0,23,FRA,48b28bfd
20,1227,13,13,3,7,0,22,17,5,23.5,14.4,9,23,FRA,48d5bd33
26,1765,19,18,16,8,6,31,27,4,26.8,29.6,-2,23,FRA,49070d66
13,1038,11,12,9,1,4,11,18,-7,15.3,16.0,0,23,FRA,49136c42
1,1,0,0,0,1,0,0,0,0,0.0,0.0,0,23,FRA,4a021593
1,10,0,0,0,1,10,0,0,0,0.1,0.0,0,23,FRA,4a0c6555
38,2863,31,31,24,7,0,55,31,24,54.5,34.1,20,23,FRA,4a56052c
14,545,6,7,0,7,19,5,9,-4,7.5,8.8,-1,23,FRA,4a5e83ad
2,25,0,0,0,2,10,0,0,0,0.3,0.3,0,23,FRA,4a987ffa
2,37,0,0,0,2,1,1,2,-1,0.3,2.8,-2,23,FRA,4b792f35
17,858,9,12,0,5,0,22,6,16,17.1,7.6,9,23,FRA,4b96c347
11,506,5,5,2,6,0,5,12,-7,7.0,7.6,0,23,FRA,4be0b467
3,138,1,1,1,2,1,1,4,-3,0.3,2.9,-2,23,FRA,4ca4f263
30,1809,20,25,0,5,3,33,29,4,29.4,29.5,0,23,FRA,4ca4f601
23,1090,12,11,4,12,6,13,16,-3,12.0,18.1,-6,23,FRA,4db5915d
12,361,4,3,0,9,5,6,9,-3,6.1,8.7,-2,23,FRA,4e0afc5d
11,447,5,5,0,6,0,2,7,-5,4.0,6.1,-2,23,FRA,4e47507a
37,3329,37,37,36,0,0,36,54,-18,41.0,51.7,-10,23,FRA,4e7db402
2,76,0,0,0,2,11,2,1,1,1.1,2.4,-1,23,FRA,4fb18ca4
2,126,1,1,1,1,14,2,3,-1,1.8,1.5,0,23,FRA,5065d67d
18,1317,14,15,12,3,15,20,30,-10,15.8,22.6,-6,23,FRA,5069b796
1,2,0,0,0,1,7,1,0,1,0.6,0.0,0,23,FRA,508a9011
2,47,0,0,0,2,1,2,0,2,1.9,0.4,1,23,FRA,50ac8941
16,1319,14,16,7,0,0,29,17,12,25.0,16.0,9,23,FRA,5148dcc5
36,1671,18,17,12,19,0,24,9,15,32.5,21.4,11,23,FRA,5167c97e
29,1633,18,17,6,12,7,29,37,-8,20.4,34.4,-14,23,FRA,51c30111
2,180,2,2,2,0,34,3,2,1,4.1,3.2,0,23,FRA,51c83a90
34,2590,28,32,16,2,0,52,27,25,48.3,32.1,16,23,FRA,5219ab4a
6,104,1,0,0,6,4,1,3,-2,0.8,3.8,-3,23,FRA,52cd0e88
35,3073,34,34,28,1,1,58,25,33,57.5,36.5,21,23,FRA,5313ed43
30,2497,27,30,22,0,0,22,57,-35,29.2,45.1,-15,23,FRA,531a4aa8
36,3240,36,36,36,0,2,47,35,12,54.7,42.3,12,23,FRA,53af52f3
25,1182,13,14,2,11,7,18,19,-1,11.3,22.4,-11,23,FRA,546bb36e
8,165,1,2,0,6,12,2,2,0,4.0,3.3,0,23,FRA,547a72ad
15,1256,14,15,12,0,1,25,13,12,21.8,20.1,1,23,FRA,562a4799
35,1874,20,23,1,12,0,18,35,-17,20.8,32.4,-11,23,FRA,563fcd6b
19,743,8,7,2,12,9,8,10,-2,7.3,12.9,-5,23,FRA,5680bf3f
37,3217,35,35,35,2,1,35,58,-23,40.2,55.2,-15,23,FRA,56ae428b
1,7,0,0,0,1,10,2,0,2,0.4,0.0,0,23,FRA,574aa9ec
13,805,8,8,3,5,4,8,11,-3,9.3,10.8,-1,23,FRA,576817b7
18,1495,16,17,10,1,1,17,16,1,22.8,19.2,3,23,FRA,57e3f0c7
24,835,9,9,1,15,8,27,13,14,16.8,10.9,5,23,FRA,58ae47b2
36,1939,21,18,6,18,1,27,33,-6,24.6,32.7,-8,23,FRA,595e6f3e
31,1407,15,16,1,15,4,24,8,16,30.8,15.9,14,23,FRA,59948ef7
3,24,0,0,0,3,1,0,0,0,1.2,0.0,1,23,FRA,5a6b06cd
36,3093,34,35,33,1,2,43,49,-6,40.9,51.5,-10,23,FRA,5b146df3
2,22,0,0,0,2,4,1,0,1,0.5,0.4,0,23,FRA,5b1bf5e3
6,58,0,0,0,6,20,0,0,0,0.7,1.1,0,23,FRA,5b3cfa12
12,295,3,3,1,9,13,6,6,0,7.0,4.5,2,23,FRA,5b479568
10,867,9,10,9,0,6,9,20,-11,9.7,15.1,-5,23,FRA,5b4bc323
25,1155,12,12,0,13,12,31,18,13,25.5,16.0,9,23,FRA,5b92d896
34,2986,33,33,32,1,1,56,41,15,53.1,43.6,9,23,FRA,5b9512c5
1,55,0,0,0,1,7,0,1,-1,0.1,0.3,0,23,FRA,5bf26efc
2,180,2,2,2,0,7,2,6,-4,1.4,5.0,-3,23,FRA,5c42e7ce
22,1760,19,20,16,2,7,18,35,-17,20.2,30.6,-10,23,FRA,5cb215fc
36,2325,25,26,10,10,0,46,25,21,42.6,31.200000000000003,11,23,FRA,5ceba7fc
28,1954,21,24,13,4,0,35,25,10,33.6,28.2,5,23,FRA,5d0e0a1f
18,1461,16,17,13,1,0,23,25,-2,21.3,17.4,3,23,FRA,5d8d7454
7,329,3,3,3,4,15,3,12,-9,1.9,5.7,-3,23,FRA,5d9577aa
10,233,2,1,0,9,4,1,8,-7,2.3,5.4,-3,23,FRA,5e080f73
25,1813,20,20,16,5,1,36,21,15,32.1,22.8,9,23,FRA,5e22e2a4
33,1570,17,16,3,17,4,15,30,-15,20.2,26.0,-5,23,FRA,5e5249c8
3,65,0,1,0,2,11,1,4,-3,0.3,2.2,-1,23,FRA,5e6355f8
33,2108,23,25,12,8,3,36,24,12,38.1,27.9,10,23,FRA,5ea8ef20
34,2346,26,28,10,6,0,24,38,-14,28.5,36.8,-8,23,FRA,5f3eaaf5
22,1758,19,20,14,2,4,26,14,12,34.8,27.0,7,23,FRA,5fdcb075
20,1578,17,19,16,1,1,24,34,-10,22.3,28.5,-6,23,FRA,6043997c
37,3330,37,37,37,0,1,65,28,37,64.0,40.2,23,23,FRA,60d90c55
37,2813,31,30,20,7,1,32,36,-4,38.6,39.7,-1,23,FRA,6191093d
8,194,2,2,1,6,4,1,4,-3,1.6,4.8,-3,23,FRA,61b77d0a
1,8,0,0,0,1,6,0,0,0,1.2,0.0,1,23,FRA,61f80c89
1,90,1,1,1,0,30,1,2,-1,0.5,1.3,0,23,FRA,62124972
6,136,1,1,0,5,1,0,3,-3,0.6,2.4,-1,23,FRA,627b570a
9,93,1,0,0,9,21,5,2,3,2.6,3.3,0,23,FRA,62e02107
25,444,4,2,0,23,7,5,10,-5,6.0,9.9,-4,23,FRA,636247ca
35,2580,28,29,23,6,3,57,45,12,41.7,49.6,-7,23,FRA,6388e356
36,2816,31,34,11,2,0,52,36,16,55.0,34.0,21,23,FRA,645a3363
14,653,7,7,2,7,2,7,16,-9,8.6,13.0,-4,23,FRA,64ba07c0
29,1379,15,16,4,13,3,15,16,-1,23.1,18.7,4,23,FRA,64c14d49
17,639,7,7,0,10,5,12,12,0,11.1,9.6,1,23,FRA,64f69877
30,2036,22,25,11,5,0,45,31,14,37.9,32.0,5,23,FRA,652d4c37
8,198,2,1,0,7,6,3,3,0,3.0,3.7,0,23,FRA,654f49ca
10,568,6,6,4,4,1,11,6,5,9.8,7.4,2,23,FRA,65c55288
8,229,2,2,0,6,6,1,5,-4,3.0,5.1,-2,23,FRA,65fcf987
37,2879,32,32,25,5,0,43,49,-6,42.2,48.0,-5,23,FRA,6605d143
1,13,0,0,0,1,7,1,1,0,0.2,1.3,-1,23,FRA,6690ef25
1,3,0,0,0,1,14,0,0,0,0.0,0.9,0,23,FRA,6751b938
13,769,8,8,6,5,19,21,12,9,16.8,10.4,6,23,FRA,6763f716
17,1530,17,17,17,0,0,16,20,-4,20.1,24.8,-4,23,FRA,67f649be
26,2028,22,25,10,1,2,20,29,-9,25.7,30.5,-4,23,FRA,68a26d51
20,1545,17,18,9,2,0,42,14,28,36.0,20.4,15,23,FRA,69384e5d
23,1225,13,12,8,11,13,18,20,-2,15.8,22.6,-6,23,FRA,698f11e3
26,1701,18,18,17,8,11,19,28,-9,22.3,33.2,-11,23,FRA,6993927b
18,779,8,8,2,10,2,10,6,4,13.8,8.9,4,23,FRA,6a827d8e
1,90,1,1,1,0,33,0,0,0,1.5,1.0,0,23,FRA,6a9e4913
4,51,0,0,0,4,5,0,2,-2,0.9,0.9,0,23,FRA,6b4436ba
7,174,1,2,0,5,5,0,5,-5,1.9,4.0,-2,23,FRA,6b5edd5d
26,929,10,8,5,18,9,19,17,2,20.4,16.4,4,23,FRA,6b9960cf
30,2546,28,30,19,0,0,40,48,-8,37.4,48.5,-11,23,FRA,6bde367b
29,1626,18,18,6,11,6,27,27,0,24.1,22.2,1,23,FRA,6d0fe035
11,113,1,0,0,11,11,5,2,3,3.8,2.7,1,23,FRA,6d7ede84
24,1957,21,22,18,2,6,38,29,9,33.1,32.1,1,23,FRA,6de23ab0
37,3232,35,37,35,0,0,62,26,36,63.2,38.2,25,23,FRA,6e33125f
18,1419,15,18,6,0,0,25,22,3,22.1,14.8,7,23,FRA,6e7f1353
6,60,0,0,0,6,13,1,0,1,1.9,1.6,0,23,FRA,6ea05ca7
32,2779,30,32,27,0,2,52,25,27,52.8,33.8,19,23,FRA,6f5ec8bb
35,3028,33,35,22,0,0,49,47,2,40.2,51.7,-11,23,FRA,6f806d99
4,182,2,1,1,3,14,0,2,-2,1.4,2.5,-1,23,FRA,705a1642
9,232,2,2,0,7,1,5,1,4,6.4,3.3,3,23,FRA,706a60e1
1,3,0,0,0,1,7,0,0,0,0.0,0.0,0,23,FRA,7091324a
27,1209,13,10,6,17,4,25,14,11,20.1,14.8,5,23,FRA,70c52749
10,270,3,2,0,8,10,3,5,-2,5.0,4.6,0,23,FRA,70d4c949
17,1107,12,14,2,3,2,18,14,4,18.1,15.4,2,23,FRA,7120a04d
14,492,5,4,2,10,3,13,5,8,11.3,5.9,5,23,FRA,7155e3e1
17,698,7,7,0,10,1,4,11,-7,8.3,11.2,-2,23,FRA,71d10572
5,146,1,1,0,4,8,0,5,-5,1.3,3.7,-2,23,FRA,72d4922b
15,179,2,0,0,15,16,1,4,-3,2.1,2.3,0,23,FRA,7304f3b1
31,2452,27,29,17,2,0,18,46,-28,29.6,36.6,-6,23,FRA,740f00ac
22,668,7,6,0,16,8,13,9,4,13.0,8.2,4,23,FRA,741418c3
26,1546,17,17,7,9,5,23,20,3,22.799999999999997,21.1,1,23,FRA,745ca0a3
8,279,3,3,1,5,4,3,2,1,4.3,2.5,1,23,FRA,7495aba7
14,464,5,5,1,9,3,7,8,-1,11.2,4.3,7,23,FRA,74d4cec6
9,634,7,7,6,2,18,7,11,-4,9.2,7.4,1,23,FRA,75438a9a
5,107,1,0,0,5,10,3,5,-2,2.1,2.7,0,23,FRA,7587446d
29,2388,26,27,24,2,0,33,33,0,43.5,37.0,6,23,FRA,75f1ed80
17,1417,15,16,13,1,1,21,14,7,18.5,22.4,-4,23,FRA,770d7eb8
26,2213,24,26,22,0,3,24,40,-16,29.3,33.7,-4,23,FRA,779847d6
35,2461,27,26,17,9,2,51,44,7,39.6,45.4,-5,23,FRA,7909ffa4
34,2027,22,23,5,11,1,23,25,-2,26.6,33.0,-6,23,FRA,796b1c41
