matches,minutes,nineties,starts,completed,sub,sub_unused,onpitch_goals,onpitch_goals_ag,onpitch_goals_delta,onpitch_xg,onpitch_xga,onpitch_xg_delta,season,comp,id
6,540,6,6,6,0,0,6,11,-5,6.1,9.8,-3,18,EL,9f9c57f0
6,540,6,6,6,0,0,5,10,-5,7.5,6.0,1,18,EL,9fc0f253
10,274,3,5,2,5,0,7,4,3,4.3,2.4,1,18,EL,9fc2531b
1,14,0,0,0,1,0,0,0,0,0.0,0.0,0,18,EL,Besar-Iseni
1,75,0,1,0,0,0,0,0,0,0.0,0.0,0,18,EL,Binyam-Belay
2,19,0,0,0,2,0,0,0,0,0.0,0.0,0,18,EL,Filip-Stojchevski
1,65,0,1,0,0,0,0,0,0,0.0,0.0,0,18,EL,Petr-Hronek
1,76,0,1,0,0,0,0,1,-1,0.9,1.2,0,18,EL,a0255c67
5,442,4,5,4,0,0,4,10,-6,4.1,8.0,-3,18,EL,a0313275
1,11,0,0,0,1,1,0,0,0,0.1,0.1,0,18,EL,a08b5224
13,964,10,11,8,2,1,13,9,4,15.4,9.8,5,18,EL,a08b974a
1,22,0,1,0,0,0,0,0,0,0.1,0.4,0,18,EL,a0c8a672
6,540,6,6,6,0,0,5,14,-9,4.3,12.9,-8,18,EL,a0d59251
10,775,8,9,4,1,0,18,8,10,11.3,11.2,0,18,EL,a1216563
3,234,2,3,1,0,0,4,3,1,3.8,6.1,-2,18,EL,a1474d8e
5,387,4,5,1,0,1,8,1,7,5.9,3.0,2,18,EL,a190d597
5,254,2,3,2,2,1,2,2,0,4.2,2.3,1,18,EL,a19be070
6,540,6,6,6,0,0,3,20,-17,3.6,16.8,-13,18,EL,a1a9ef78
1,4,0,0,0,1,0,0,0,0,0.0,0.1,0,18,EL,a2560346
5,383,4,4,4,1,0,0,8,-8,3.0,5.7,-2,18,EL,a26c1727
8,277,3,2,1,6,0,0,2,-2,4.1,4.1,0,18,EL,a2f2d806
7,223,2,2,2,5,1,9,4,5,4.6,2.9,1,18,EL,a33a0dc0
5,273,3,3,0,2,2,5,2,3,6.2,3.8,2,18,EL,a3b03921
7,573,6,7,6,0,0,9,6,3,5.8,6.7,0,18,EL,a3b0ed18
6,232,2,2,1,4,4,6,4,2,3.7,3.1,0,18,EL,a3bf2258
3,202,2,2,1,1,0,5,5,0,3.2,1.9,1,18,EL,a3ddb1b9
4,271,3,4,1,0,0,3,7,-4,3.5,3.7,0,18,EL,a44f7c60
5,413,4,5,4,0,1,3,6,-3,4.3,6.3,-2,18,EL,a47e7ecd
4,360,4,4,4,0,1,4,12,-8,3.9,6.0,-2,18,EL,a498e276
5,406,4,5,4,0,0,4,7,-3,5.9,9.1,-3,18,EL,a49fd565
1,90,1,1,1,0,3,1,0,1,1.7,0.6,1,18,EL,a4bd9edd
1,90,1,1,1,0,3,0,0,0,1.1,1.5,0,18,EL,a4effc55
9,662,7,9,4,0,1,12,8,4,13.1,7.0,6,18,EL,a4fe8cda
2,180,2,2,2,0,0,3,3,0,2.8,3.0,0,18,EL,a5296e55
5,50,0,0,0,5,7,0,0,0,0.5,1.1,0,18,EL,a53649b7
6,540,6,6,6,0,0,4,4,0,7.6,5.9,1,18,EL,a565da59
6,540,6,6,6,0,0,6,16,-10,5.7,13.7,-8,18,EL,a5d101a9
8,460,5,4,2,4,2,14,3,11,9.9,4.3,5,18,EL,a5db0bec
7,520,5,6,3,1,0,6,6,0,6.1,7.4,-1,18,EL,a62c16d0
5,450,5,5,5,0,0,4,7,-3,8.2,7.7,0,18,EL,a63a995f
4,360,4,4,3,0,0,7,1,6,6.5,3.2,3,18,EL,a6951bf8
7,557,6,6,5,1,1,15,6,9,15.5,5.8,9,18,EL,a6de370d
1,1,0,0,0,1,0,0,0,0,0.0,0.0,0,18,EL,a7121625
4,316,3,4,2,0,0,2,5,-3,2.3,3.7,-1,18,EL,a78147dd
1,74,0,1,0,0,4,3,1,2,1.0,0.9,0,18,EL,a78ff07f
6,440,4,5,4,1,3,7,7,0,7.6,10.1,-2,18,EL,a81ed730
6,517,5,6,5,0,0,5,9,-4,7.3,5.7,1,18,EL,a81f4896
7,379,4,4,1,3,0,3,3,0,6.0,2.7,3,18,EL,a8327abd
1,90,1,1,1,0,0,0,0,0,1.5,1.4,0,18,EL,a898d91e
7,454,5,5,4,2,1,5,5,0,7.5,5.1,2,18,EL,a8a874f1
2,180,2,2,2,0,0,1,3,-2,1.4,2.3,0,18,EL,a8c0acb7
8,408,4,4,1,4,0,7,7,0,5.9,9.5,-3,18,EL,a9440c25
2,136,1,2,1,0,1,3,3,0,2.0,2.4,0,18,EL,a96e5dc0
3,124,1,1,1,2,2,2,5,-3,0.9,3.6,-2,18,EL,a97afc61
4,360,4,4,4,0,2,8,3,5,4.7,6.0,-1,18,EL,a9a3b55d
9,784,8,9,5,0,0,13,13,0,9.4,10.0,0,18,EL,a9aa0d1d
6,272,3,2,0,4,0,3,2,1,4.4,4.4,0,18,EL,a9e68c94
4,249,2,3,0,1,2,4,3,1,3.8,3.8,0,18,EL,aa51343f
6,361,4,3,3,3,0,6,12,-6,5.1,6.0,0,18,EL,aa8e289e
1,15,0,0,0,1,1,0,1,-1,0.1,0.3,0,18,EL,aa954c2b
6,540,6,6,6,0,0,3,9,-6,5.3,8.2,-2,18,EL,aacdfe88
4,334,3,4,3,0,1,4,4,0,6.7,4.7,2,18,EL,aad48be9
6,540,6,6,6,0,2,10,6,4,10.8,6.5,4,18,EL,aad4f74f
1,15,0,0,0,1,2,0,0,0,0.2,0.0,0,18,EL,aad56ca3
4,311,3,4,1,0,1,8,4,4,3.2,3.2,0,18,EL,aad9c3f3
1,7,0,0,0,1,3,0,0,0,0.0,0.3,0,18,EL,aae44006
2,29,0,0,0,2,4,0,3,-3,0.3,1.0,0,18,EL,aaee68f1
2,134,1,1,1,1,2,3,6,-3,1.8,5.0,-3,18,EL,ab6928f2
3,270,3,3,3,0,1,5,5,0,5.2,5.3,0,18,EL,ab700320
5,377,4,4,4,1,0,6,7,-1,5.1,4.3,0,18,EL,abb42ce6
2,64,0,1,0,1,2,0,0,0,0.4,0.5,0,18,EL,abcfaa50
8,577,6,6,5,2,0,13,7,6,11.7,7.5,4,18,EL,ac7e640b
7,630,7,7,7,0,0,11,7,4,11.2,9.2,1,18,EL,ad10eae0
3,251,2,3,2,0,2,5,1,4,4.6,1.6,3,18,EL,ad178594
2,156,1,2,1,0,1,1,3,-2,0.9,2.6,-1,18,EL,ad625c12
6,445,4,5,4,1,0,4,4,0,6.8,6.0,0,18,EL,ae0f7da7
4,245,2,3,1,1,1,3,3,0,3.4,3.7,0,18,EL,ae3e6d85
7,344,3,3,1,4,1,7,7,0,3.8,7.1,-3,18,EL,aec6b711
4,85,0,1,0,3,4,2,2,0,1.7,1.7,0,18,EL,aeee3365
2,63,0,0,0,2,0,2,1,1,0.6,1.5,0,18,EL,af03f0b9
6,519,5,6,4,0,0,3,2,1,6.6,5.5,1,18,EL,af50141d
3,115,1,1,1,2,3,4,3,1,3.2,1.4,1,18,EL,af8cabe1
2,117,1,2,0,0,0,2,5,-3,1.4,2.6,-1,18,EL,af8e4246
6,484,5,5,3,1,0,6,6,0,7.7,7.5,0,18,EL,af97a8af
5,358,4,3,3,2,0,5,7,-2,3.8,8.0,-4,18,EL,afda7d82
4,303,3,4,3,0,0,4,7,-3,2.8,6.2,-3,18,EL,b01e6102
4,260,2,3,1,1,2,3,6,-3,4.8,4.7,0,18,EL,b037bd4f
4,360,4,4,4,0,0,6,5,1,4.3,3.9,0,18,EL,b073f5ea
4,190,2,2,1,2,1,1,2,-1,1.5,4.5,-3,18,EL,b0fce72c
7,606,6,7,6,0,0,2,2,0,8.6,6.3,2,18,EL,b1062a37
7,605,6,7,6,0,0,7,7,0,7.2,9.4,-2,18,EL,b12c68bf
4,327,3,4,3,0,1,3,7,-4,2.2,7.0,-4,18,EL,b15e93aa
7,393,4,5,1,2,1,4,8,-4,3.2,7.1,-4,18,EL,b175c21c
2,180,2,2,2,0,1,2,5,-3,2.8,3.2,0,18,EL,b18095b6
2,180,2,2,2,0,0,3,4,-1,1.9,2.2,0,18,EL,b182a240
4,360,4,4,4,0,4,11,4,7,7.7,2.4,5,18,EL,b1deecf8
1,90,1,1,0,0,0,3,0,3,1.6,0.6,1,18,EL,b20eece9
3,270,3,3,3,0,1,2,2,0,3.9,2.5,1,18,EL,b20f5a66
4,113,1,1,0,3,2,0,2,-2,0.4,3.2,-2,18,EL,b2484b77
4,153,1,1,1,3,1,0,3,-3,0.9,4.1,-3,18,EL,b2bee28a
7,341,3,3,0,4,0,8,4,4,5.0,6.9,-1,18,EL,b2db927b
6,489,5,6,1,0,0,4,4,0,6.1,5.3,0,18,EL,b2ec3323
8,666,7,8,4,0,0,9,8,1,8.7,10.8,-2,18,EL,b2f1fbd5
3,136,1,1,1,2,0,2,4,-2,1.5,1.3,0,18,EL,b340a30a
7,630,7,7,7,0,0,10,8,2,8.5,8.6,0,18,EL,b3aed40d
2,119,1,1,1,1,0,1,2,-1,1.5,2.4,0,18,EL,b3b310f0
5,450,5,5,5,0,1,8,7,1,9.4,5.7,3,18,EL,b3dc6eca
9,639,7,7,3,2,0,11,8,3,10.3,8.9,1,18,EL,b418dbd4
1,17,0,0,0,1,0,0,1,-1,0.4,0.0,0,18,EL,b437b9bd
1,90,1,1,1,0,0,1,0,1,1.2,0.4,0,18,EL,b4541446
6,412,4,4,2,2,0,3,5,-2,3.5,5.5,-2,18,EL,b45e185a
5,310,3,4,1,1,0,4,4,0,6.3,4.3,2,18,EL,b48215cd
7,570,6,7,6,0,0,3,5,-2,7.5,6.4,1,18,EL,b4825073
3,270,3,3,3,0,0,2,8,-6,5.0,5.5,0,18,EL,b54ea609
4,360,4,4,4,0,2,6,6,0,4.4,5.1,0,18,EL,b583aef5
1,8,0,0,0,1,1,0,0,0,0.1,0.3,0,18,EL,b58b3e7b
2,118,1,2,0,0,0,1,4,-3,1.3,3.2,-1,18,EL,b5920350
3,117,1,1,0,2,0,1,2,-1,1.2,1.2,0,18,EL,b5b2e1ba
4,189,2,2,1,2,2,2,3,-1,3.4,5.4,-2,18,EL,b653b65b
4,360,4,4,4,0,0,5,5,0,5.5,6.5,-1,18,EL,b682dcf6
13,629,7,7,0,6,0,9,6,3,7.7,5.4,2,18,EL,b686f4c0
4,233,2,3,1,1,1,3,4,-1,2.9,2.7,0,18,EL,b6a6e0a7
1,90,1,1,1,0,1,1,3,-2,1.0,2.8,-1,18,EL,b6b2b820
6,513,5,6,3,0,0,7,9,-2,7.1,10.5,-3,18,EL,b7084daf
6,518,5,5,5,1,0,3,9,-6,5.2,7.7,-2,18,EL,b70be510
3,270,3,3,3,0,6,2,3,-1,3.1,3.7,0,18,EL,b746d309
6,353,3,4,0,2,0,3,10,-7,3.0,9.4,-6,18,EL,b75af9ce
1,18,0,0,0,1,0,0,1,-1,0.2,0.5,0,18,EL,b7d8cbb9
4,326,3,4,2,0,1,2,5,-3,3.6,4.5,0,18,EL,b7e1c3b5
3,270,3,3,3,0,0,5,3,2,6.6,3.8,2,18,EL,b7f2edff
4,290,3,3,3,1,1,5,8,-3,4.1,6.3,-2,18,EL,b825a650
9,782,8,9,7,0,0,15,11,4,14.3,13.7,0,18,EL,b8814868
7,630,7,7,7,0,0,7,6,1,8.3,5.8,2,18,EL,b8ae831b
2,108,1,1,1,1,3,1,2,-1,0.4,1.3,0,18,EL,b8fb9e84
6,404,4,4,3,2,0,7,13,-6,5.0,8.3,-3,18,EL,b9177a6f
2,86,1,1,0,1,1,2,2,0,1.8,2.0,0,18,EL,b93b7882
5,280,3,4,1,1,0,4,6,-2,2.5,5.0,-2,18,EL,b9747ada
1,90,1,1,1,0,1,1,0,1,2.6,0.5,2,18,EL,b9c19ad9
4,390,4,4,4,0,1,8,6,2,8.2,4.8,3,18,EL,ba6e52b0
1,59,0,1,0,0,5,0,0,0,0.5,0.7,0,18,EL,ba7673a6
5,432,4,5,4,0,0,1,6,-5,3.6,6.7,-3,18,EL,ba998e22
8,720,8,8,8,0,0,3,3,0,9.5,8.2,1,18,EL,bafcf742
7,193,2,2,0,5,1,5,1,4,3.1,2.0,1,18,EL,bb19da7c
4,360,4,4,4,0,0,4,4,0,6.9,5.8,1,18,EL,bb25c778
1,1,0,0,0,1,0,0,0,0,0.0,0.0,0,18,EL,bb31def4
1,90,1,1,1,0,5,0,6,-6,0.5,3.1,-2,18,EL,bb6ab7af
6,494,5,5,5,1,0,14,9,5,15.7,6.0,9,18,EL,bba30585
1,90,1,1,1,0,0,0,2,-2,0.4,2.1,-1,18,EL,bbddc31f
5,256,2,2,2,3,0,4,0,4,7.4,2.4,5,18,EL,bc5b5be5
8,581,6,7,3,1,0,13,7,6,8.8,8.2,0,18,EL,bc6bd723
6,540,6,6,6,0,0,9,10,-1,8.8,8.5,0,18,EL,bcb2ccd8
6,283,3,3,0,3,0,5,8,-3,2.6,6.2,-3,18,EL,bcd1bea2
6,515,5,6,5,0,0,6,9,-3,3.6,9.0,-5,18,EL,bcd9b19c
7,245,2,2,2,5,2,7,1,6,4.4,1.5,2,18,EL,bdf7b97d
3,225,2,2,1,1,4,4,1,3,4.4,1.2,3,18,EL,be170419
7,401,4,5,1,2,5,3,3,0,4.1,3.3,0,18,EL,be42a291
1,90,1,1,1,0,0,0,1,-1,1.3,1.2,0,18,EL,be6cd760
8,367,4,4,3,4,0,8,5,3,6.7,5.0,1,18,EL,beb391dd
7,600,6,7,4,0,1,12,12,0,7.6,10.5,-2,18,EL,beb6c168
8,660,7,8,5,0,0,11,4,7,12.3,7.3,5,18,EL,bece776f
4,314,3,3,3,1,0,4,7,-3,5.4,5.4,0,18,EL,beec76cc
5,397,4,4,4,1,1,7,8,-1,4.7,5.4,0,18,EL,bef09ca8
2,172,1,2,1,0,0,2,3,-1,2.3,3.0,0,18,EL,bf309d24
6,314,3,3,1,3,0,3,12,-9,2.2,8.4,-6,18,EL,bf5fc4fc
8,534,5,6,3,2,0,8,5,3,9.9,6.8,3,18,EL,bfc5768b
2,36,0,0,0,2,1,1,2,-1,0.4,0.5,0,18,EL,bfe272bd
6,514,5,5,5,1,4,13,9,4,10.3,6.1,4,18,EL,c01c66d9
6,540,6,6,6,0,0,6,10,-4,4.0,9.5,-5,18,EL,c0321811
2,180,2,2,1,0,0,0,1,-1,2.5,1.6,0,18,EL,c05dfb74
8,720,8,8,7,0,0,9,12,-3,8.8,13.0,-4,18,EL,c089980e
2,180,2,2,2,0,6,8,1,7,3.1,0.7,2,18,EL,c0b1a6da
8,720,8,8,8,0,0,10,8,2,10.0,11.8,-1,18,EL,c1268aa3
9,735,8,8,7,1,0,16,4,12,12.0,8.6,3,18,EL,c14bc029
5,450,5,5,5,0,1,4,4,0,8.1,6.2,1,18,EL,c18d22f5
6,540,6,6,6,0,0,4,4,0,7.6,5.9,1,18,EL,c18f2143
4,139,1,2,0,2,2,3,7,-4,1.6,3.1,-1,18,EL,c1a13650
4,300,3,4,2,0,1,4,3,1,3.9,3.8,0,18,EL,c1b7847c
1,35,0,1,0,0,0,1,0,1,0.2,0.3,0,18,EL,c2009df3
6,470,5,5,5,1,0,3,9,-6,6.0,7.8,-1,18,EL,c2304da8
2,180,2,2,2,0,0,1,1,0,3.1,1.9,1,18,EL,c2e41cfb
8,614,6,7,6,1,0,17,3,14,11.1,8.1,3,18,EL,c3ee18ef
4,208,2,2,1,2,0,0,3,-3,3.8,4.1,0,18,EL,c3fd9887
4,242,2,3,0,1,2,1,1,0,2.7,1.9,0,18,EL,c41ca3d8
4,337,3,4,2,0,2,7,6,1,2.8,5.4,-2,18,EL,c43a8301
10,741,8,7,5,3,0,17,9,8,15.4,13.5,1,18,EL,c43e5e7e
6,452,5,5,4,1,0,5,9,-4,5.7,10.5,-4,18,EL,c44a1d58
9,540,6,7,2,2,0,9,4,5,9.5,5.4,4,18,EL,c47541e0
2,9,0,0,0,2,2,0,0,0,0.1,0.3,0,18,EL,c48130b7
2,72,0,1,0,1,1,3,1,2,1.9,1.5,0,18,EL,c49afee6
6,540,6,6,6,0,0,6,6,0,8.0,7.7,0,18,EL,c4a306a1
2,108,1,1,1,1,0,1,1,0,1.3,1.6,0,18,EL,c4af5889
5,448,5,5,4,0,1,12,5,7,9.4,5.8,3,18,EL,c56dc39e
3,270,3,3,3,0,0,2,10,-8,3.1,6.4,-3,18,EL,c5b7c315
8,314,3,3,2,5,1,6,2,4,6.4,4.7,1,18,EL,c5bdb6e3
3,270,3,3,3,0,4,2,5,-3,3.3,5.5,-2,18,EL,c5ea2dab
5,60,0,1,0,4,1,1,2,-1,1.3,1.7,0,18,EL,c5eaff5c
3,270,3,3,3,0,0,5,5,0,4.4,5.1,0,18,EL,c5fd13e9
6,239,2,1,1,5,0,4,8,-4,2.0,6.4,-4,18,EL,c6500a29
2,165,1,2,1,0,0,3,4,-1,1.6,1.7,0,18,EL,c67b8590
4,25,0,0,0,4,3,3,0,3,0.7,0.9,0,18,EL,c693347d
5,311,3,3,2,2,0,4,10,-6,4.2,6.2,-2,18,EL,c699e60c
7,384,4,4,3,3,3,9,5,4,7.1,4.2,2,18,EL,c6ac6579
6,540,6,6,6,0,0,11,12,-1,5.8,9.3,-3,18,EL,c6f99e42
3,244,2,3,2,0,0,8,5,3,6.6,2.7,3,18,EL,c71e97ba
5,445,4,5,4,0,0,1,19,-18,2.2,15.5,-13,18,EL,c76153e5
4,354,3,4,3,0,0,7,9,-2,3.3,6.4,-3,18,EL,c7e0f364
2,145,1,2,1,0,2,1,2,-1,1.3,1.2,0,18,EL,c7f24d4b
2,92,1,1,0,1,0,2,2,0,0.9,1.7,0,18,EL,c84c1afc
9,582,6,8,3,1,0,12,5,7,7.1,6.6,0,18,EL,c886b062
1,90,1,1,1,0,0,3,1,2,1.5,1.0,0,18,EL,c904f3d5
2,180,2,2,2,0,0,1,3,-2,1.4,2.3,0,18,EL,c90b2e8f
4,84,0,1,0,3,2,1,0,1,0.6,1.2,0,18,EL,c98971d1
4,122,1,1,1,3,2,1,2,-1,0.9,2.6,-1,18,EL,c9e5f0f6
1,25,0,0,0,1,0,0,0,0,0.6,0.0,0,18,EL,ca45605e
5,450,5,5,5,0,1,9,8,1,8.6,6.7,1,18,EL,ca8033cb
3,270,3,3,3,0,0,4,8,-4,2.5,4.2,-1,18,EL,ca9178af
7,569,6,6,6,1,0,10,8,2,7.4,10.6,-3,18,EL,cb85d8d0
2,92,1,1,0,1,1,1,3,-2,2.1,3.0,0,18,EL,cbd92a70
1,90,1,1,1,0,0,0,1,-1,1.3,1.2,0,18,EL,cbdf7d5c
5,364,4,5,1,0,1,6,4,2,5.1,4.8,0,18,EL,cbec1196
1,90,1,1,1,0,2,0,2,-2,0.8,0.6,0,18,EL,cc3477f4
2,120,1,1,1,1,0,2,3,-1,2.6,1.6,0,18,EL,cc700722
6,537,6,6,5,0,3,8,6,2,9.5,5.5,3,18,EL,cc77354e
2,136,1,2,1,0,0,0,2,-2,0.7,2.5,-1,18,EL,cc89c822
8,370,4,4,1,4,2,5,6,-1,4.4,3.6,0,18,EL,cc96d422
4,316,3,4,3,0,1,7,2,5,4.4,5.4,-1,18,EL,ccc520dc
6,540,6,6,6,0,0,7,9,-2,7.4,11.2,-3,18,EL,ccc66d00
6,442,4,5,2,1,0,8,8,0,5.4,5.2,0,18,EL,cd0ecf81
8,613,6,8,4,0,1,14,5,9,11.3,5.8,5,18,EL,cd0fa27b
1,90,1,1,1,0,4,1,1,0,0.8,0.9,0,18,EL,cd59b9df
5,450,5,5,5,0,3,8,10,-2,5.4,8.2,-2,18,EL,cda08080
2,180,2,2,2,0,1,4,5,-1,2.3,2.9,0,18,EL,cda0b317
3,141,1,2,1,1,3,4,4,0,2.0,3.5,-1,18,EL,cdf65d12
10,761,8,9,6,1,0,18,7,11,15.9,8.3,7,18,EL,ce5143da
4,71,0,0,0,4,2,0,0,0,0.7,1.2,0,18,EL,ce538b0b
5,346,3,5,0,0,0,5,8,-3,3.9,8.4,-4,18,EL,ce6480b1
5,450,5,5,5,0,0,0,8,-8,3.2,6.5,-3,18,EL,ce940592
6,301,3,2,1,4,0,5,7,-2,4.7,5.6,0,18,EL,cea0df32
4,360,4,4,4,0,2,5,3,2,4.9,4.1,0,18,EL,ceb30355
2,151,1,2,1,0,0,1,4,-3,0.9,4.3,-3,18,EL,cf41510e
8,531,5,6,1,2,0,3,1,2,7.3,5.5,1,18,EL,cf8ef0a1
2,162,1,2,1,0,0,3,1,2,0.9,1.5,0,18,EL,cfa65a2e
7,540,6,6,5,1,0,13,3,10,9.1,5.2,4,18,EL,cfd8d664
2,106,1,1,0,1,0,1,1,0,1.3,0.8,0,18,EL,cff7dcb0
4,360,4,4,4,0,0,3,10,-7,4.2,6.1,-1,18,EL,d0042ab9
9,775,8,8,7,1,1,16,7,9,13.5,11.7,1,18,EL,d02e0cab
1,16,0,0,0,1,3,2,0,2,0.6,0.1,0,18,EL,d045ccb2
6,483,5,6,4,0,1,14,8,6,16.1,4.2,11,18,EL,d054d8b0
6,540,6,6,6,0,0,6,10,-4,4.0,9.5,-5,18,EL,d071af92
2,180,2,2,2,0,0,3,4,-1,1.9,2.2,0,18,EL,d0a01d27
4,360,4,4,4,0,2,4,5,-1,5.6,6.0,0,18,EL,d0c41b99
7,630,7,7,7,0,2,18,11,7,13.0,8.4,4,18,EL,d0d8dd44
2,180,2,2,2,0,1,3,4,-1,2.7,1.5,1,18,EL,d0e6399c
4,337,3,4,2,0,2,6,7,-1,5.0,5.3,0,18,EL,d13aea07
1,90,1,1,1,0,0,0,1,-1,1.3,1.2,0,18,EL,d189e48f
5,377,4,4,4,1,2,4,3,1,4.0,3.4,0,18,EL,d1992a3b
5,450,5,5,5,0,5,11,5,6,8.1,5.6,2,18,EL,d2110326
5,214,2,2,0,3,1,2,6,-4,3.6,3.3,0,18,EL,d2416c2e
6,516,5,6,5,0,0,9,9,0,8.7,8.2,0,18,EL,d248cd8f
4,294,3,4,1,0,1,3,5,-2,2.7,4.9,-2,18,EL,d2800f47
5,27,0,0,0,5,1,1,2,-1,0.6,0.2,0,18,EL,d2aea9ac
1,10,0,0,0,1,0,0,0,0,0.0,0.4,0,18,EL,d2ba04be
5,210,2,2,0,3,3,3,2,1,2.8,2.3,0,18,EL,d2ee6d5b
5,450,5,5,5,0,1,6,5,1,5.9,5.0,0,18,EL,d3149135
4,121,1,2,0,2,0,0,1,-1,0.5,1.3,0,18,EL,d31c4115
2,11,0,0,0,2,7,0,0,0,0.2,0.1,0,18,EL,d38174c3
1,12,0,0,0,1,3,0,1,-1,0.0,0.1,0,18,EL,d40cff47
5,310,3,3,3,2,2,7,2,5,4.9,3.9,1,18,EL,d4535821
2,152,1,2,1,0,2,1,4,-3,0.9,1.8,0,18,EL,d46ce637
6,184,2,1,0,5,2,4,3,1,3.3,2.2,1,18,EL,d4931a5a
2,180,2,2,2,0,0,0,1,-1,2.3,2.4,0,18,EL,d4aa40b8
7,613,6,7,6,0,1,16,7,9,14.3,7.3,6,18,EL,d4cb83cc
5,370,4,4,2,1,0,1,5,-4,3.3,5.5,-2,18,EL,d4e7c451
7,541,6,6,5,1,0,17,4,13,9.3,5.5,3,18,EL,d4e93bab
6,391,4,4,2,2,0,2,4,-2,2.3,5.1,-2,18,EL,d4f8f243
3,233,2,3,2,0,0,3,6,-3,2.8,3.6,0,18,EL,d552c4a1
13,1138,12,12,12,1,0,18,10,8,15.5,11.4,4,18,EL,d5575935
5,320,3,3,3,2,1,9,5,4,4.1,4.4,0,18,EL,d56b9362
1,10,0,0,0,1,0,1,0,1,0.7,0.0,0,18,EL,d5ce52a5
1,41,0,1,0,0,2,0,2,-2,0.2,0.2,0,18,EL,d60ffe68
2,110,1,1,0,1,1,4,3,1,1.7,1.7,0,18,EL,d61b3354
6,456,5,4,4,2,0,5,7,-2,8.9,6.3,2,18,EL,d637fc22
10,765,8,8,8,2,1,14,8,6,14.2,8.8,5,18,EL,d63e2912
1,9,0,0,0,1,2,0,1,-1,0.0,0.1,0,18,EL,d659a854
5,349,3,4,3,1,0,1,2,-1,1.7,4.4,-2,18,EL,d732f72c
5,450,5,5,5,0,0,5,7,-2,5.8,9.1,-3,18,EL,d7398ac3
4,334,3,4,3,0,2,2,13,-11,2.7,12.0,-9,18,EL,d757fd45
8,596,6,7,6,1,4,12,6,6,12.4,6.0,6,18,EL,d79a8c87
5,354,3,4,2,1,1,6,9,-3,3.2,7.1,-3,18,EL,d7a70e5e
2,35,0,0,0,2,5,0,1,-1,0.3,1.6,-1,18,EL,d7c09951
5,329,3,4,0,1,0,4,4,0,5.9,5.6,0,18,EL,d820a7c8
5,450,5,5,5,0,0,5,11,-6,3.7,11.2,-7,18,EL,d849ef0f
6,384,4,5,1,1,0,10,3,7,14.4,3.0,11,18,EL,d87e2cae
2,116,1,1,1,1,2,0,7,-7,0.4,3.3,-2,18,EL,d8ff3b2c
3,200,2,2,1,1,0,5,4,1,4.5,2.3,2,18,EL,d9847696
6,345,3,3,2,3,2,6,6,0,6.0,4.4,1,18,EL,d995ed27
5,371,4,5,2,0,1,7,7,0,8.3,4.3,4,18,EL,d9bda115
5,383,4,4,2,1,1,6,4,2,4.9,5.5,0,18,EL,da1185fc
1,90,1,1,1,0,5,1,0,1,1.6,0.8,0,18,EL,da1c9094
2,119,1,2,0,0,0,0,2,-2,0.5,1.4,0,18,EL,da270297
2,45,0,0,0,2,2,1,1,0,0.4,0.3,0,18,EL,da4bd8fb
8,720,8,8,8,0,0,10,8,2,10.0,11.8,-1,18,EL,da617483
6,540,6,6,6,0,0,6,11,-5,6.1,9.8,-3,18,EL,da6cb94b
1,90,1,1,1,0,1,1,3,-2,1.0,2.8,-1,18,EL,da974c7b
4,148,1,2,0,2,1,1,2,-1,1.2,1.6,0,18,EL,dab0da1c
1,19,0,0,0,1,1,1,0,1,0.8,0.1,0,18,EL,dab75831
10,745,8,8,8,2,0,11,9,2,8.7,9.4,0,18,EL,dabec4c3
4,271,3,3,2,1,0,2,3,-1,3.5,5.2,-1,18,EL,db4ed67b
2,88,1,1,0,1,0,1,1,0,1.2,0.3,1,18,EL,db7161ed
6,268,3,3,1,3,2,5,1,4,3.6,2.8,0,18,EL,db750822
6,399,4,5,3,1,0,6,7,-1,4.6,6.7,-2,18,EL,dc3fa3b5
1,14,0,0,0,1,7,0,0,0,0.2,0.2,0,18,EL,dc4511f3
5,245,2,3,1,2,0,3,5,-2,2.6,4.8,-2,18,EL,dc4f62fd
9,747,8,9,7,0,0,13,13,0,14.0,14.6,0,18,EL,dc52c72f
4,244,2,2,2,2,0,6,5,1,4.6,3.0,1,18,EL,dc62fbee
8,600,6,5,3,3,2,17,5,12,13.1,7.2,5,18,EL,dc6f5bdd
3,270,3,3,3,0,0,4,10,-6,2.6,5.4,-2,18,EL,dc8f5b58
3,300,3,3,3,0,0,4,7,-3,5.8,4.4,1,18,EL,dc90cfbe
8,693,7,8,4,0,0,9,12,-3,8.0,12.8,-4,18,EL,dcd160e4
1,90,1,1,1,0,3,0,3,-3,0.3,1.5,-1,18,EL,dd08d93a
6,416,4,5,2,1,0,11,4,7,9.1,4.1,5,18,EL,dd0daf32
2,173,1,2,1,0,4,2,3,-1,1.4,3.0,-1,18,EL,dd2044f4
5,195,2,2,1,3,1,2,4,-2,1.0,5.1,-4,18,EL,de0282f9
1,31,0,0,0,1,0,2,0,2,0.5,0.5,0,18,EL,de39485a
8,396,4,4,2,4,0,5,3,2,6.7,3.6,3,18,EL,dead55e5
7,244,2,2,0,5,0,7,5,2,5.0,2.7,2,18,EL,debc6b55
4,255,2,3,2,1,0,6,5,1,7.1,2.8,4,18,EL,dee86451
