y_card,r_card,two_y_card,fouls,fouled,offside,pens_won,pens_con,own_goal,recov,aerials_won,aerials_lost,aerials_attempted,season,comp,id
0,0,0,1,4,0,1,0,0,11,0,0,0,19,EL,04965583
1,0,0,3,5,6,0,0,0,4,10,8,18,19,EL,04da2b40
1,0,0,0,0,0,0,0,0,0,0,0,0,19,EL,0538066d
0,0,0,4,5,5,0,0,0,15,14,13,27,19,EL,0562b7f1
0,0,0,3,1,0,0,0,0,7,3,0,3,19,EL,059a0231
1,0,0,3,1,0,0,0,0,3,0,2,2,19,EL,05a6c38b
0,0,0,3,4,1,0,0,0,14,1,1,2,19,EL,05e19d6a
0,0,0,1,3,3,0,0,0,9,0,4,4,19,EL,0630eb63
0,0,0,2,2,0,0,0,0,5,1,4,5,19,EL,0638becf
0,0,0,0,0,0,0,0,0,1,1,0,1,19,EL,06972405
0,0,0,0,2,0,0,0,0,10,0,1,1,19,EL,06b2765c
1,0,0,15,7,0,0,0,0,41,31,17,48,19,EL,06e5b0e4
0,0,0,1,1,0,0,0,0,1,0,3,3,19,EL,06fee814
1,0,0,2,1,0,0,0,0,13,8,3,11,19,EL,070ec0b1
0,0,0,1,0,0,0,0,0,0,0,0,0,19,EL,07ab6542
0,0,0,1,2,1,0,0,0,1,0,0,0,19,EL,07abb358
0,0,0,6,6,2,0,0,0,9,8,13,21,19,EL,07f8bcc8
0,0,0,7,9,0,0,0,0,44,17,11,28,19,EL,080440a4
3,0,0,13,10,0,0,0,0,83,13,15,28,19,EL,08593525
2,0,0,10,9,1,0,0,0,8,14,12,26,19,EL,086d7db3
0,0,0,0,0,0,0,0,0,8,0,0,0,19,EL,088e6424
2,0,0,2,9,0,0,0,0,20,5,1,6,19,EL,089550f5
0,0,0,1,3,0,0,0,0,14,8,8,16,19,EL,08990838
0,0,0,0,0,0,0,0,0,0,0,0,0,19,EL,08a2c314
0,0,0,0,1,0,0,0,0,5,3,5,8,19,EL,08d37c53
1,0,0,4,2,0,0,0,0,10,5,3,8,19,EL,08fe932d
0,0,0,2,0,1,0,0,0,29,14,10,24,19,EL,0990f2fb
0,0,0,6,7,3,0,0,0,10,3,8,11,19,EL,09a9e921
0,0,0,1,4,2,0,0,0,7,5,5,10,19,EL,0a0cc13c
0,0,0,2,8,0,0,0,0,20,3,4,7,19,EL,0a215326
2,0,0,5,3,2,0,0,0,7,3,6,9,19,EL,0a447501
0,0,0,0,1,0,0,0,0,8,6,1,7,19,EL,0a6dbbf7
0,0,0,0,0,0,0,0,0,1,0,0,0,19,EL,0a86fd8b
0,0,0,2,2,2,0,0,0,12,3,5,8,19,EL,0ac94a23
0,0,0,0,0,0,0,0,0,9,1,1,2,19,EL,0ad69fd0
0,0,0,0,9,1,0,0,0,18,2,2,4,19,EL,0b5a292a
0,0,0,9,2,1,0,0,0,9,6,8,14,19,EL,0b90bb97
1,0,0,4,4,0,0,0,0,28,5,1,6,19,EL,0be28faf
0,0,0,0,0,0,0,0,0,16,1,1,2,19,EL,0be3255b
0,0,0,1,1,0,0,0,0,10,2,1,3,19,EL,0be95d34
0,0,0,4,4,0,0,0,0,34,5,4,9,19,EL,0c09c984
2,0,0,5,4,0,0,0,0,29,14,11,25,19,EL,0d10333c
0,0,0,1,1,0,0,0,0,2,1,0,1,19,EL,0e100630
1,0,0,2,5,0,0,0,0,19,0,3,3,19,EL,0e21fc3c
0,0,0,2,1,0,0,0,0,11,5,4,9,19,EL,0e4fef6e
0,0,0,2,2,0,0,0,0,9,4,4,8,19,EL,0e7ccfc4
1,0,0,2,1,0,0,0,0,5,1,1,2,19,EL,0eb03d5b
0,0,0,0,1,0,0,0,0,0,0,0,0,19,EL,0eeafda5
0,0,0,0,1,0,0,0,0,2,0,0,0,19,EL,0ef05b3e
0,0,0,5,4,12,0,0,0,9,6,16,22,19,EL,0efacb06
0,0,0,0,0,0,0,0,0,2,0,0,0,19,EL,0f276764
0,0,0,0,0,0,0,0,0,1,0,1,1,19,EL,0f5e0b8a
3,0,0,11,3,0,1,0,0,36,10,3,13,19,EL,0fbecd11
0,0,0,0,0,0,0,0,0,1,0,1,1,19,EL,1001ae82
1,0,0,4,1,6,0,0,0,5,8,12,20,19,EL,10549b49
0,0,0,1,0,0,0,0,1,4,3,0,3,19,EL,10b9fa99
1,0,0,0,0,0,0,0,0,8,6,0,6,19,EL,110a95ca
1,0,0,1,2,1,0,0,0,10,1,1,2,19,EL,114b510e
0,0,0,0,0,0,0,0,0,1,0,1,1,19,EL,115b7ab9
0,0,0,4,1,2,0,0,0,6,13,9,22,19,EL,11c0fa9d
0,0,0,1,4,0,0,0,0,6,23,7,30,19,EL,121101a4
0,0,0,1,0,0,0,0,0,12,2,1,3,19,EL,1232e1dc
2,0,0,8,5,1,0,0,0,46,2,7,9,19,EL,1295552e
1,0,0,4,0,3,0,0,0,2,10,7,17,19,EL,129af0db
0,0,0,1,0,0,0,0,0,5,1,1,2,19,EL,12c50af5
0,1,0,5,8,2,0,0,0,15,3,6,9,19,EL,130a7a3f
1,0,0,2,1,0,0,0,0,28,5,6,11,19,EL,1321d6f0
1,0,0,8,5,0,0,1,0,10,5,1,6,19,EL,133faa84
0,0,0,6,8,0,0,0,0,57,16,26,42,19,EL,13a78e01
0,0,0,4,1,0,0,0,0,12,7,4,11,19,EL,13b0c150
5,1,1,13,9,0,0,0,0,61,7,9,16,19,EL,13b44b02
0,0,0,12,9,2,0,0,0,44,7,10,17,19,EL,13d74bff
3,0,0,14,14,0,0,0,0,32,3,2,5,19,EL,13ea2544
0,0,0,0,0,0,0,0,0,0,0,0,0,19,EL,1453e3cf
2,0,0,4,10,1,0,0,0,23,0,4,4,19,EL,146f2615
1,0,0,3,1,0,0,0,1,3,1,8,9,19,EL,150a572c
0,0,0,1,0,0,0,0,0,2,0,0,0,19,EL,156afd6f
1,0,0,5,5,0,0,0,0,14,21,26,47,19,EL,157c5e0b
1,0,0,5,5,1,0,1,1,31,9,9,18,19,EL,15b6e8d7
0,0,0,2,2,0,0,0,0,26,8,5,13,19,EL,15d0c248
0,0,0,5,10,2,0,0,0,29,3,6,9,19,EL,15e9c7e6
0,0,0,5,8,2,0,0,0,23,3,5,8,19,EL,15f3ec41
1,0,0,8,7,4,0,0,0,40,2,3,5,19,EL,16380240
1,0,0,1,4,0,0,0,0,0,3,0,3,19,EL,163bbd4a
0,0,0,2,3,0,0,0,1,17,10,7,17,19,EL,167c1bb0
2,0,0,2,2,0,0,1,0,18,14,4,18,19,EL,16b9d5cf
0,0,0,22,18,13,1,0,0,20,36,34,70,19,EL,16ceb862
1,0,0,19,23,1,0,0,0,69,6,11,17,19,EL,16daec92
0,0,0,5,5,0,0,0,0,53,18,9,27,19,EL,17145c90
1,0,0,6,12,6,0,0,0,25,2,9,11,19,EL,173db1f4
0,0,0,0,2,0,0,0,0,9,1,6,7,19,EL,17695062
1,0,0,1,2,0,0,1,0,21,1,0,1,19,EL,179d2851
0,0,0,7,5,0,0,0,0,32,3,3,6,19,EL,17e3e467
0,0,0,1,3,0,0,0,0,47,11,13,24,19,EL,18abe173
1,0,0,4,2,0,0,0,0,21,11,3,14,19,EL,18b896d6
1,0,0,4,2,0,0,0,0,10,1,6,7,19,EL,19003991
0,0,0,5,5,1,0,0,0,53,10,15,25,19,EL,1978a39a
1,0,0,16,8,3,0,0,0,16,3,3,6,19,EL,199cd404
0,0,0,4,3,0,0,0,0,8,6,7,13,19,EL,19b776e9
0,0,0,1,2,0,0,0,0,3,1,3,4,19,EL,19c9e24e
1,0,0,5,4,0,0,0,0,9,7,5,12,19,EL,19f8e480
1,0,0,1,6,0,0,0,1,21,2,5,7,19,EL,1a4b9094
1,0,0,4,4,2,1,0,0,74,5,9,14,19,EL,1a799243
2,0,0,6,0,0,0,0,0,15,5,0,5,19,EL,1ac58ba6
1,0,0,2,1,0,0,1,0,6,3,3,6,19,EL,1adcf39e
0,0,0,7,0,2,0,0,0,28,4,8,12,19,EL,1ae8b66d
0,0,0,9,8,1,0,0,0,32,2,10,12,19,EL,1b09b065
1,0,0,3,2,0,0,0,0,2,0,1,1,19,EL,1b4f1169
0,0,0,6,10,0,0,0,0,26,4,2,6,19,EL,1b82f8df
2,0,0,5,6,0,0,0,0,30,2,2,4,19,EL,1bcca8b8
2,0,0,7,2,1,0,0,0,19,1,1,2,19,EL,1c07b06e
0,0,0,0,0,0,0,0,0,11,0,0,0,19,EL,1c0ddebb
1,0,0,1,1,0,0,0,0,16,3,4,7,19,EL,1c37137f
2,0,0,4,0,0,0,1,0,10,2,2,4,19,EL,1c529186
1,0,0,1,1,0,0,0,0,4,0,0,0,19,EL,1c639185
2,0,0,9,5,4,0,0,0,19,7,6,13,19,EL,1c78737d
0,0,0,3,1,1,0,0,0,17,3,4,7,19,EL,1c96ad85
2,0,0,10,10,0,0,0,0,105,39,25,64,19,EL,1cb49278
0,0,0,0,0,0,0,0,0,2,0,0,0,19,EL,1d2d5cc8
0,0,0,3,1,1,0,0,0,22,2,5,7,19,EL,1d5cab82
1,0,0,0,1,0,0,0,0,9,4,0,4,19,EL,1e064bfb
0,0,0,0,0,0,0,0,0,4,0,0,0,19,EL,1e101451
0,0,0,0,1,0,0,0,0,11,1,0,1,19,EL,1e9bde92
0,0,0,2,0,0,0,0,0,4,6,3,9,19,EL,1ec5df8f
2,0,0,7,6,3,0,0,0,42,29,19,48,19,EL,1ec7e1c5
0,0,0,3,7,7,0,0,0,18,8,21,29,19,EL,1eec640e
1,0,0,2,3,1,0,0,0,7,1,0,1,19,EL,1ef6f38d
0,0,0,0,0,0,0,0,0,0,1,0,1,19,EL,1f44ac21
0,0,0,1,3,0,0,0,0,16,2,0,2,19,EL,1f9328da
0,0,0,2,0,0,0,0,0,1,0,1,1,19,EL,1fa665d0
0,0,0,6,4,0,0,0,0,14,9,6,15,19,EL,1fb1c435
1,0,0,9,3,0,0,0,0,46,21,5,26,19,EL,1fbbfbde
0,0,0,3,4,0,0,0,0,27,23,10,33,19,EL,20030c06
0,0,0,4,1,1,0,0,0,13,1,3,4,19,EL,20094685
3,0,0,16,4,8,0,0,0,19,14,17,31,19,EL,2054d037
0,0,0,0,0,0,0,0,0,0,0,1,1,19,EL,2077ae86
1,0,0,0,0,0,0,0,0,4,0,0,0,19,EL,20b9f052
0,0,0,2,0,1,0,0,0,1,0,1,1,19,EL,20c1ef47
2,0,0,5,8,2,0,0,0,38,3,8,11,19,EL,20e73fac
0,0,0,4,3,0,0,0,0,18,5,6,11,19,EL,2146785a
1,0,0,7,7,0,0,0,0,33,3,2,5,19,EL,21519148
0,0,0,4,3,0,0,0,0,14,3,7,10,19,EL,21a4bd09
0,0,0,3,2,0,0,0,0,4,1,1,2,19,EL,2224380e
1,0,0,6,1,0,0,0,0,16,4,2,6,19,EL,2233ef48
0,0,0,2,0,0,0,0,0,6,0,2,2,19,EL,2249e65b
1,0,0,2,3,1,0,0,0,31,4,3,7,19,EL,22517bbe
1,0,0,4,0,0,0,0,0,20,13,9,22,19,EL,22721b88
0,0,0,0,1,0,0,0,0,2,0,0,0,19,EL,228f73ae
0,0,0,0,0,0,0,0,0,3,1,0,1,19,EL,22db7a5e
0,0,0,5,3,0,0,0,0,8,4,1,5,19,EL,23135233
0,0,0,2,4,3,0,0,0,14,2,3,5,19,EL,23c5db70
1,0,0,13,19,0,1,0,0,39,36,38,74,19,EL,24228180
0,0,0,0,2,0,0,0,0,5,2,0,2,19,EL,2434f24a
1,0,0,8,4,1,0,1,0,30,3,5,8,19,EL,243f4a0b
0,0,0,3,6,1,0,0,0,30,8,12,20,19,EL,244a31b9
1,0,0,6,8,3,0,0,0,21,7,17,24,19,EL,245d9bfc
0,0,0,2,1,0,0,0,0,3,0,0,0,19,EL,24b98f95
0,0,0,0,0,0,0,0,0,1,1,0,1,19,EL,24c1439d
2,0,0,5,0,0,0,0,0,29,10,6,16,19,EL,24d9435b
1,0,0,5,3,0,0,0,0,13,1,4,5,19,EL,24f59bb2
1,0,0,7,9,0,0,0,0,19,23,11,34,19,EL,2535e885
3,0,0,8,10,1,0,0,0,26,1,12,13,19,EL,254147d4
0,0,0,4,9,1,0,0,0,6,2,6,8,19,EL,2557c196
0,0,0,2,0,0,0,0,0,8,2,2,4,19,EL,2580854e
2,0,0,21,8,3,0,0,0,14,20,36,56,19,EL,258aff54
1,0,0,3,5,0,0,2,0,15,7,3,10,19,EL,258b0d9b
0,0,0,0,2,0,0,0,0,7,0,0,0,19,EL,25b74470
1,0,0,10,5,0,0,0,0,36,4,10,14,19,EL,25e8594b
0,0,0,0,0,0,0,0,0,12,1,0,1,19,EL,2628fd2b
0,0,0,0,0,0,0,0,0,2,0,0,0,19,EL,26383ea5
1,0,0,2,3,0,0,0,0,25,0,3,3,19,EL,2648e18f
3,0,0,4,4,1,0,0,0,28,2,5,7,19,EL,26b3d752
0,0,0,8,14,0,0,0,0,40,2,5,7,19,EL,26ce2263
0,0,0,0,0,0,0,0,0,0,1,1,2,19,EL,271b8617
0,0,0,2,2,5,0,0,0,21,0,2,2,19,EL,273c483b
0,0,0,0,1,0,0,0,0,2,0,1,1,19,EL,27669186
0,0,0,2,1,0,0,0,0,4,2,2,4,19,EL,27af684a
0,0,0,4,0,0,0,0,0,7,12,13,25,19,EL,27f54333
0,0,0,0,0,0,0,0,0,3,1,1,2,19,EL,27fc233a
0,0,0,7,3,0,0,0,0,34,2,0,2,19,EL,27ff9bdb
0,0,0,0,2,0,0,0,0,7,1,1,2,19,EL,284f2ce6
1,0,0,0,1,0,0,0,0,20,3,0,3,19,EL,28d596a0
1,0,0,2,0,0,0,0,0,3,1,1,2,19,EL,292a652a
0,0,0,1,0,0,0,0,0,0,0,1,1,19,EL,29a506e1
1,0,0,8,5,2,0,0,0,38,22,15,37,19,EL,29d8ad3f
1,0,0,14,5,6,0,0,0,17,3,28,31,19,EL,29e33bf3
0,0,0,0,0,0,0,0,0,0,0,0,0,19,EL,2a5fab54
1,0,0,10,4,0,0,0,0,41,16,6,22,19,EL,2a6cd437
0,0,0,1,2,0,0,0,0,7,1,0,1,19,EL,2a709dc0
0,0,0,2,2,0,0,0,0,14,2,1,3,19,EL,2b15a82a
4,0,0,19,9,4,1,0,0,73,24,24,48,19,EL,2b3efa4a
0,0,0,1,2,0,0,0,0,0,2,0,2,19,EL,2b65fe46
1,0,0,2,7,1,0,0,0,14,2,1,3,19,EL,2b9fdeea
3,0,0,5,3,0,0,0,0,16,2,3,5,19,EL,2ba38347
1,0,0,2,6,2,0,0,0,16,2,0,2,19,EL,2c44a35d
0,0,0,2,10,1,0,0,0,27,15,20,35,19,EL,2c8b7022
1,0,0,1,0,0,0,0,0,3,3,3,6,19,EL,2ccd89a3
0,0,0,3,1,0,0,0,0,7,1,3,4,19,EL,2e2ec9cf
0,0,0,5,1,1,0,0,0,16,3,5,8,19,EL,2e8fc160
3,0,0,18,19,3,0,0,0,27,10,14,24,19,EL,2ebc1b44
1,0,0,4,8,0,0,0,0,35,3,2,5,19,EL,2f3452eb
1,0,0,2,4,6,0,0,0,16,0,0,0,19,EL,2f557579
0,0,0,1,0,0,0,0,0,1,0,0,0,19,EL,2f7407fa
2,0,0,13,7,2,0,0,0,40,18,7,25,19,EL,2f7af524
0,0,0,0,0,0,0,0,0,0,3,0,3,19,EL,2fabebc0
2,0,0,4,3,0,1,0,0,18,17,2,19,19,EL,305a3820
1,0,0,10,9,7,0,0,0,14,9,13,22,19,EL,30643ce2
2,0,0,0,1,0,0,0,0,14,2,0,2,19,EL,307fcd26
2,0,0,8,8,0,0,0,0,51,7,11,18,19,EL,30c220c3
2,0,0,9,11,1,0,0,0,43,11,15,26,19,EL,30d4a2e5
1,0,0,6,2,0,0,0,0,20,6,9,15,19,EL,30f5ffa9
0,0,0,6,0,0,0,0,0,32,6,5,11,19,EL,314bdac5
0,0,0,0,1,0,0,0,0,18,0,0,0,19,EL,314c2af0
0,0,0,1,0,0,0,0,0,3,1,3,4,19,EL,314f2124
0,0,0,3,6,2,0,0,0,13,0,2,2,19,EL,316de854
0,0,0,3,5,0,0,0,0,8,8,13,21,19,EL,31c07205
0,0,0,11,1,0,0,1,0,31,16,15,31,19,EL,31c69ef1
0,0,0,3,0,0,0,0,0,6,2,1,3,19,EL,321f83a2
0,0,0,1,7,0,0,0,0,22,5,5,10,19,EL,322ba2df
0,0,0,6,3,1,0,0,0,11,4,6,10,19,EL,32c0491f
0,0,0,0,1,0,0,0,0,10,2,0,2,19,EL,32e7ce92
1,0,0,2,2,0,0,0,0,4,0,0,0,19,EL,3300c14c
2,0,0,12,6,3,0,0,0,15,36,17,53,19,EL,33182cb8
0,0,0,4,1,0,0,0,0,36,1,2,3,19,EL,33508c78
0,0,0,0,0,0,0,0,0,9,0,0,0,19,EL,339fe0e8
0,0,0,1,5,0,0,0,0,13,0,4,4,19,EL,33b11df6
0,0,0,3,0,0,0,0,0,14,1,5,6,19,EL,33b8d077
1,0,0,8,1,1,0,0,0,8,4,4,8,19,EL,33bd3dae
1,0,0,3,5,0,0,0,0,10,0,3,3,19,EL,3423f250
0,0,0,0,0,0,0,0,0,1,0,0,0,19,EL,3470f44e
0,0,0,0,0,0,0,0,0,4,0,0,0,19,EL,34c3b935
3,0,0,7,5,1,0,0,0,48,3,2,5,19,EL,34c3ec17
1,0,0,6,8,0,0,1,0,30,7,3,10,19,EL,3519df17
0,0,0,0,0,0,0,0,0,2,0,1,1,19,EL,35375f7c
2,0,0,2,4,0,0,0,0,14,1,1,2,19,EL,356c9002
1,0,0,2,9,2,0,0,0,14,1,1,2,19,EL,35862524
0,0,0,0,0,0,0,0,0,1,1,1,2,19,EL,35af81f5
0,0,0,4,1,0,0,0,0,3,5,1,6,19,EL,35bd124a
0,0,0,4,3,0,0,0,0,32,15,9,24,19,EL,35c54115
2,0,0,1,1,0,0,0,0,22,2,3,5,19,EL,35cf43aa
1,0,0,6,2,0,0,0,0,22,13,6,19,19,EL,360e3062
0,0,0,3,9,0,0,0,0,64,10,8,18,19,EL,3628b9b9
3,0,0,7,12,0,0,0,0,32,11,9,20,19,EL,36334b41
0,0,0,1,1,1,0,0,0,21,6,4,10,19,EL,3640af28
1,0,0,5,2,0,0,0,0,53,27,9,36,19,EL,365836c9
0,0,0,1,2,0,0,0,0,14,2,4,6,19,EL,367d7444
1,0,0,6,9,3,0,0,0,45,20,5,25,19,EL,378825c7
2,0,0,1,3,0,0,0,0,7,12,3,15,19,EL,37f827ec
0,0,0,0,0,0,0,0,0,13,3,1,4,19,EL,387750b7
0,0,0,0,1,0,0,0,0,17,6,0,6,19,EL,38cd5b8f
0,0,0,3,12,4,0,0,0,32,1,5,6,19,EL,38ceb24a
0,0,0,0,0,0,0,0,0,3,1,0,1,19,EL,38d14822
0,0,0,1,0,0,0,0,0,4,4,1,5,19,EL,390ab439
2,0,0,2,5,0,0,0,0,18,2,2,4,19,EL,392a7aea
1,0,0,9,7,2,0,0,0,40,9,10,19,19,EL,3935e52e
0,0,0,0,0,0,0,0,0,1,0,0,0,19,EL,3958025f
1,0,0,8,8,1,0,0,0,33,7,4,11,19,EL,3a233281
2,0,0,10,17,1,0,0,0,35,11,13,24,19,EL,3a24769f
0,0,0,6,8,3,0,0,0,5,7,6,13,19,EL,3aa4a3be
0,0,0,0,0,0,0,0,0,7,2,4,6,19,EL,3b571db6
1,1,1,3,1,0,0,0,0,9,0,1,1,19,EL,3b57f7f8
0,0,0,3,2,2,0,0,0,2,4,8,12,19,EL,3bf81c50
1,0,0,14,9,0,0,0,0,58,3,9,12,19,EL,3ca7254a
0,0,0,2,0,0,0,0,0,2,1,0,1,19,EL,3d13d9e4
0,0,0,10,6,1,0,0,0,28,3,7,10,19,EL,3d68d631
0,0,0,1,0,0,0,0,0,4,1,1,2,19,EL,3da8cba0
0,0,0,3,3,0,0,0,0,5,0,2,2,19,EL,3dab8efd
0,0,0,1,6,0,0,0,0,23,1,2,3,19,EL,3de25195
0,0,0,0,1,0,0,0,0,3,0,0,0,19,EL,3e975352
2,0,0,2,1,0,0,0,0,17,10,4,14,19,EL,3ead85f9
1,0,0,2,2,0,0,0,0,15,7,5,12,19,EL,3ef0af0d
0,0,0,3,9,4,0,0,0,10,8,14,22,19,EL,3effaa34
0,0,0,4,4,0,0,1,0,39,3,4,7,19,EL,3f10bd22
0,0,0,8,2,0,0,0,0,24,19,3,22,19,EL,3f2d59fe
0,0,0,2,5,0,0,0,0,45,12,12,24,19,EL,3f359b33
1,0,0,1,0,0,0,1,0,7,0,0,0,19,EL,3f65d5ce
0,0,0,2,3,0,0,0,0,4,1,5,6,19,EL,41b9d0c0
1,0,0,5,0,0,0,0,0,4,2,1,3,19,EL,41f32541
1,0,0,3,2,2,0,0,0,6,3,12,15,19,EL,42276181
2,0,0,8,4,0,0,0,0,17,37,15,52,19,EL,42353de8
0,0,0,3,2,0,0,0,0,4,4,3,7,19,EL,42a55711
0,0,0,0,0,1,0,0,0,5,1,0,1,19,EL,42a632ba
3,0,0,11,8,1,0,0,0,16,14,10,24,19,EL,42dcf26d
0,0,0,2,2,1,0,0,0,13,1,4,5,19,EL,42fe6b05
0,0,0,1,0,0,0,0,0,4,1,3,4,19,EL,43688fa3
0,0,0,2,7,0,0,0,0,11,6,8,14,19,EL,4383b0da
1,0,0,1,2,0,0,0,0,4,0,3,3,19,EL,438ae11e
2,0,0,6,4,0,0,0,0,12,3,4,7,19,EL,43b23d3a
1,1,0,10,3,0,0,2,0,55,13,11,24,19,EL,441197b8
2,0,0,4,10,11,0,0,0,9,4,6,10,19,EL,4431aed2
1,0,0,19,8,11,0,0,0,16,41,29,70,19,EL,448a3608
0,0,0,8,3,0,0,0,0,22,13,2,15,19,EL,44ac04e9
0,0,0,1,0,0,0,0,0,1,0,1,1,19,EL,44c3d1d2
2,0,0,6,2,0,0,0,0,11,4,8,12,19,EL,44eb9093
1,0,0,8,7,0,0,0,0,59,19,12,31,19,EL,44f050bc
2,0,0,19,16,3,0,0,0,16,35,26,61,19,EL,4574720b
1,1,0,6,7,3,0,0,0,18,3,5,8,19,EL,45b9b619
0,0,0,8,11,0,0,0,0,61,7,9,16,19,EL,45db685d
1,0,0,6,7,0,0,1,0,25,11,11,22,19,EL,45f5aa2f
3,0,0,19,6,4,0,0,0,19,17,19,36,19,EL,460976a2
4,1,1,11,31,0,2,0,0,52,7,4,11,19,EL,467bae22
0,0,0,4,8,0,0,0,0,24,5,3,8,19,EL,46e58246
1,0,0,3,1,0,0,0,0,6,2,5,7,19,EL,474cf8e0
0,0,0,4,3,1,0,0,0,10,6,17,23,19,EL,479ccb18
0,0,0,7,2,0,0,0,0,30,7,7,14,19,EL,47a34c4f
0,0,0,11,10,1,0,0,0,37,11,8,19,19,EL,47dbe004
1,0,0,3,2,0,0,0,0,18,9,6,15,19,EL,47fd5136
0,0,0,11,10,3,0,0,0,34,6,8,14,19,EL,4802f157
0,0,0,4,6,0,0,0,0,10,1,1,2,19,EL,487d9b09
0,0,0,10,12,8,0,0,0,23,11,16,27,19,EL,489e5d93
1,0,0,11,14,0,0,0,0,59,11,5,16,19,EL,48d5bd33
1,0,0,3,5,0,0,0,0,20,3,4,7,19,EL,48e4c485
0,0,0,1,1,1,0,0,0,8,2,7,9,19,EL,494bff86
0,0,0,3,2,0,0,0,0,2,1,2,3,19,EL,49fe9070
1,0,0,4,5,0,0,0,0,33,1,5,6,19,EL,4a1abff3
0,0,0,1,2,0,0,0,0,6,1,2,3,19,EL,4a537185
1,0,0,16,6,2,0,0,0,34,4,14,18,19,EL,4adc7b42
2,0,0,13,10,2,0,0,0,58,8,18,26,19,EL,4aea5077
0,0,0,3,1,0,0,0,0,22,15,10,25,19,EL,4b3c863f
2,0,0,14,4,0,0,0,0,32,20,7,27,19,EL,4b3e1a38
1,0,0,1,2,0,0,0,0,6,2,2,4,19,EL,4b6960d2
2,0,0,6,4,1,0,0,0,11,3,9,12,19,EL,4b751020
0,0,0,0,2,0,0,0,0,3,1,1,2,19,EL,4b803b3c
0,0,0,1,0,0,0,0,0,3,0,0,0,19,EL,4bd00a50
0,0,0,0,1,0,0,0,0,9,3,0,3,19,EL,4c5039bd
0,0,0,2,2,4,0,0,0,2,11,9,20,19,EL,4c537d70
1,0,0,1,3,2,0,0,0,16,2,4,6,19,EL,4c5b14d2
2,0,0,22,9,1,0,0,0,68,18,17,35,19,EL,4c5e78da
0,0,0,1,2,0,0,0,0,23,2,4,6,19,EL,4c700f46
1,0,0,7,4,0,0,0,0,26,6,6,12,19,EL,4c78b5ed
0,0,0,3,0,3,0,0,0,27,0,4,4,19,EL,4c82730b
1,0,0,1,0,0,0,0,0,3,2,3,5,19,EL,4cc82fe1
0,0,0,2,3,0,0,0,0,28,12,21,33,19,EL,4d1666ff
1,0,0,4,9,0,0,0,0,48,15,9,24,19,EL,4d425e6e
1,0,0,10,9,4,0,0,0,40,26,34,60,19,EL,4d8cd038
0,0,0,4,6,1,0,0,0,13,1,0,1,19,EL,4e219ad2
0,0,0,0,1,0,0,0,0,3,0,0,0,19,EL,4e3f5992
2,0,0,7,8,0,0,0,0,29,13,12,25,19,EL,4e6dbac4
0,0,0,10,6,1,1,0,0,85,4,7,11,19,EL,4e80a8ef
0,0,0,0,9,0,0,0,0,13,2,0,2,19,EL,4f0fbd15
0,0,0,7,4,0,0,0,0,14,4,1,5,19,EL,4f255115
1,0,0,4,2,0,0,0,0,17,3,3,6,19,EL,4f56170e
0,0,0,0,0,0,0,0,0,10,6,2,8,19,EL,4f5a953e
2,0,0,8,5,1,0,0,0,21,5,8,13,19,EL,4fe7e935
2,1,1,6,0,0,0,0,0,7,0,0,0,19,EL,500cd987
0,0,0,0,0,0,0,0,0,1,1,0,1,19,EL,50310821
3,0,0,12,12,1,0,0,0,62,3,5,8,19,EL,507c7bdf
0,0,0,3,3,2,0,0,0,0,2,2,4,19,EL,509a4ccb
0,0,0,1,4,1,0,0,0,15,2,7,9,19,EL,516dc25b
0,0,0,2,2,2,0,0,0,6,3,1,4,19,EL,51960957
0,0,0,4,1,0,0,0,0,17,5,8,13,19,EL,51a56075
0,0,0,1,2,0,0,0,0,11,4,6,10,19,EL,51e3954c
0,0,0,1,4,1,1,0,0,10,2,3,5,19,EL,51e9bb3f
1,0,0,11,3,2,0,0,0,61,14,19,33,19,EL,51ffa295
2,0,0,9,19,8,0,0,0,11,28,20,48,19,EL,520c318f
0,0,0,8,11,0,0,0,0,35,4,9,13,19,EL,52611641
1,0,0,2,6,1,0,0,0,15,1,2,3,19,EL,5294a83f
0,0,0,2,0,0,0,0,0,12,9,11,20,19,EL,52e101a8
0,0,0,4,0,0,0,0,0,6,0,0,0,19,EL,52eab58c
2,0,0,8,2,0,0,0,0,16,18,13,31,19,EL,52fdf512
0,0,0,3,5,1,0,0,0,15,2,1,3,19,EL,53070b63
3,0,0,21,5,3,0,0,0,24,17,16,33,19,EL,536cebe5
1,0,0,3,0,0,0,0,0,7,2,1,3,19,EL,5384e3bf
1,0,0,2,1,0,0,0,0,6,7,1,8,19,EL,539230cf
2,0,0,6,5,2,0,0,0,37,16,9,25,19,EL,53cad200
2,0,0,5,4,0,0,0,0,12,3,5,8,19,EL,53de807a
0,0,0,0,2,0,0,0,0,6,0,0,0,19,EL,546bb36e
0,0,0,0,3,0,0,0,0,8,4,4,8,19,EL,54771b10
0,0,0,4,7,1,0,0,0,22,9,6,15,19,EL,54c9ed15
0,0,0,0,0,0,0,0,0,0,0,0,0,19,EL,55043155
0,0,0,0,0,0,0,0,0,1,0,0,0,19,EL,5512b1a9
0,0,0,0,0,0,0,0,0,1,1,0,1,19,EL,55305521
4,0,0,10,6,2,0,0,0,32,6,7,13,19,EL,55537f53
1,0,0,2,4,0,0,0,0,14,3,2,5,19,EL,55ae91f0
