att_tackle,cmp_tackle,att_tackle_def,att_tackle_mid,att_tackle_att,cmp_drib_tackle,att_drib_tackle,uns_drib_tackle,block,block_shot,block_pass,intercept,tackle_plus_intercept,clearance,error,season,comp,id
0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,23,FRA,db87a2c4
36,18,13,13,10,13,46,33,25,1,24,8,44,4,1,23,FRA,dbd3a428
0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,23,FRA,dc29b608
54,30,36,11,7,26,41,15,27,2,25,27,81,61,1,23,FRA,dd211559
5,3,4,1,0,4,6,2,9,2,7,8,13,6,0,23,FRA,de488e56
26,17,15,8,3,16,26,10,21,10,11,27,53,97,2,23,FRA,df8d6029
4,1,2,2,0,2,4,2,3,0,3,1,5,1,0,23,FRA,dfc5d4fa
3,0,2,0,1,3,4,1,2,0,2,2,5,4,0,23,FRA,dff0c299
1,1,1,0,0,1,1,0,2,1,1,1,2,0,0,23,FRA,dff153a4
22,11,7,12,3,7,12,5,4,0,4,12,34,4,1,23,FRA,e05082d1
35,22,25,8,2,18,29,11,30,19,11,48,83,68,0,23,FRA,e0f3a1f6
3,2,2,1,0,1,1,0,2,0,2,2,5,0,0,23,FRA,e110ea4b
27,17,9,15,3,7,37,30,11,0,11,16,43,7,0,23,FRA,e3844ecb
17,10,11,2,4,11,17,6,7,0,7,5,22,17,0,23,FRA,e3e32fbb
0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,23,FRA,e4114f5d
49,30,17,17,15,28,48,20,30,2,28,12,61,16,0,23,FRA,e42d61c7
1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,23,FRA,e4448c8c
57,22,28,21,8,33,43,10,29,4,25,17,74,26,0,23,FRA,e472a6f6
26,18,10,12,4,10,29,19,25,3,22,14,40,12,0,23,FRA,e546b2e3
37,24,17,17,3,13,29,16,26,2,24,15,52,21,0,23,FRA,e54a9890
36,24,29,6,1,16,26,10,44,22,22,21,57,141,1,23,FRA,e5c1e0ca
24,17,20,4,0,14,21,7,8,2,6,10,34,23,1,23,FRA,e6eadfb8
36,22,21,14,1,19,27,8,24,12,12,39,75,81,0,23,FRA,e76cb9cc
1,1,0,1,0,0,0,0,0,0,0,1,2,0,0,23,FRA,e76f6fbe
7,4,2,3,2,4,7,3,5,0,5,2,9,6,0,23,FRA,e7986081
6,4,0,3,3,3,8,5,4,1,3,4,10,6,0,23,FRA,e7d59f4f
11,9,2,4,5,3,10,7,8,0,8,6,17,11,0,23,FRA,ea0ff634
6,3,2,3,1,4,9,5,5,0,5,2,8,3,0,23,FRA,eb0db257
22,11,9,12,1,6,14,8,10,2,8,11,33,3,0,23,FRA,eba1e557
31,20,19,12,0,12,31,19,19,4,15,23,54,15,0,23,FRA,ed39121c
75,47,26,38,11,31,60,29,43,10,33,45,120,27,1,23,FRA,ed45c4a5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,FRA,ed8cecc9
17,10,3,9,5,5,10,5,15,0,15,6,23,4,0,23,FRA,ed90babd
69,42,26,30,13,38,58,20,30,6,24,40,109,28,1,23,FRA,ee45fd85
4,1,1,2,1,1,4,3,1,0,1,3,7,6,0,23,FRA,eeba07f8
2,0,2,0,0,1,3,2,0,0,0,1,3,11,5,23,FRA,eedea60b
45,23,18,17,10,15,34,19,22,4,18,17,62,17,0,23,FRA,ef619b0b
20,11,10,10,0,6,18,12,16,2,14,15,35,16,0,23,FRA,ef8ae23b
107,60,39,53,15,53,107,54,47,7,40,36,143,53,0,23,FRA,ef9c1c95
1,0,1,0,0,1,2,1,0,0,0,2,3,9,0,23,FRA,f00de885
21,15,17,3,1,16,22,6,29,25,4,18,39,108,2,23,FRA,f066022d
82,49,35,36,11,43,68,25,36,8,28,51,133,38,0,23,FRA,f0661424
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,FRA,f19f32b1
43,28,29,11,3,30,41,11,19,3,16,16,59,18,0,23,FRA,f20e4cc9
5,1,2,0,3,4,7,3,3,1,2,4,9,6,0,23,FRA,f28474a4
43,26,27,14,2,26,43,17,32,16,16,35,78,97,1,23,FRA,f323d995
10,3,6,3,1,7,16,9,11,2,9,6,16,8,0,23,FRA,f3600c02
0,0,0,0,0,0,4,4,0,0,0,2,2,12,4,23,FRA,f41a69e6
14,6,7,5,2,4,8,4,7,0,7,2,16,3,0,23,FRA,f4bc42b1
68,40,38,27,3,37,82,45,39,10,29,45,113,35,1,23,FRA,f5044e54
29,15,14,4,11,13,32,19,12,0,12,6,35,5,0,23,FRA,f527a32c
0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,23,FRA,f5c8b425
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,FRA,f5dfc256
6,2,1,4,1,3,4,1,3,1,2,4,10,2,0,23,FRA,f6496133
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,23,FRA,f6857b4f
43,27,19,17,7,32,53,21,26,4,22,13,56,23,0,23,FRA,f7691f63
72,41,21,31,20,38,93,55,33,2,31,27,99,21,0,23,FRA,f81ef10d
12,6,3,6,3,6,25,19,14,0,14,5,17,3,0,23,FRA,f833a830
5,5,3,1,1,2,4,2,2,0,2,4,9,2,0,23,FRA,f8ce97ca
50,24,27,20,3,27,37,10,23,5,18,24,74,12,0,23,FRA,f9d5908e
29,14,11,16,2,12,20,8,6,1,5,6,35,4,0,23,FRA,faf00ab8
28,18,5,16,7,10,31,21,17,0,17,11,39,18,0,23,FRA,fb0ee44e
42,20,14,17,11,12,22,10,25,3,22,6,48,10,0,23,FRA,fb14aa28
27,14,15,11,1,15,22,7,29,6,23,32,59,53,0,23,FRA,fb3236a7
3,2,2,1,0,1,1,0,0,0,0,0,3,1,0,23,FRA,fb4c5b6e
1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,23,FRA,fb55f63a
23,12,11,8,4,3,20,17,15,1,14,18,41,5,1,23,FRA,fc46aab1
48,30,26,18,4,26,36,10,32,8,24,26,74,41,0,23,FRA,fc4cf6a7
44,32,18,24,2,28,45,17,20,2,18,9,53,5,0,23,FRA,fcc84a07
47,27,29,14,4,20,36,16,44,27,17,39,86,106,1,23,FRA,fd2bc67d
0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,23,FRA,fd78b105
18,10,2,13,3,5,13,8,7,0,7,3,21,15,0,23,FRA,fdbde523
21,11,14,7,0,10,27,17,13,5,8,10,31,16,0,23,FRA,feb5d3ab
18,11,6,9,3,9,16,7,11,4,7,3,21,6,0,23,FRA,fed17f5a
1,1,1,0,0,1,1,0,1,1,0,1,2,2,0,23,FRA,ff4d0258
8,4,2,3,3,3,9,6,4,1,3,0,8,4,0,23,FRA,ff4df82e
5,3,2,2,1,0,3,3,2,0,2,1,6,11,0,23,FRA,ffec9769
16,12,4,7,5,8,17,9,6,0,6,4,20,2,0,23,FRA,fffea3e5
36,28,22,13,1,24,36,12,21,9,12,38,74,98,2,18,GER,00844823
46,29,27,16,3,21,31,10,32,2,30,19,65,46,1,18,GER,00a6485f
2,1,1,0,1,1,2,1,1,0,1,0,2,0,1,18,GER,012c38ec
33,28,11,12,10,15,31,16,35,2,33,15,48,32,0,18,GER,016ff750
2,2,1,0,1,0,1,1,1,1,0,0,2,1,0,18,GER,0174ba21
36,23,11,21,4,13,32,19,16,2,14,20,56,32,0,18,GER,01c3aff5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,GER,01e5f06e
51,36,38,12,1,31,46,15,39,21,18,55,106,200,1,18,GER,03bd0bf4
11,10,2,6,3,5,10,5,6,0,6,7,18,1,0,18,GER,042e8a49
10,8,5,4,1,2,5,3,3,0,3,11,21,8,0,18,GER,048a1cbc
44,25,19,23,2,22,37,15,38,7,31,20,64,46,1,18,GER,04c11885
23,14,11,9,3,14,20,6,21,6,15,10,33,23,0,18,GER,05439de2
62,52,41,18,3,35,51,16,31,12,19,55,117,59,2,18,GER,05d548d8
24,19,9,12,3,6,19,13,12,0,12,6,30,7,0,18,GER,061e8e23
51,37,33,18,0,26,34,8,49,21,28,50,101,123,1,18,GER,070ec0b1
79,51,55,22,2,47,61,14,40,27,13,49,128,135,3,18,GER,080440a4
23,16,6,13,4,11,18,7,16,1,15,10,33,35,1,18,GER,088ca1bd
14,11,1,7,6,4,12,8,9,0,9,4,18,4,0,18,GER,09586899
4,2,2,2,0,4,7,3,2,0,2,0,4,1,0,18,GER,096a77c4
1,1,1,0,0,0,0,0,2,0,2,0,1,17,4,18,GER,0a1cb833
42,28,23,16,3,27,43,16,23,3,20,31,73,32,0,18,GER,0a89e877
14,10,3,7,4,2,9,7,13,0,13,6,20,3,0,18,GER,0b4f388a
4,3,1,2,1,2,5,3,3,0,3,0,4,1,0,18,GER,0cf778df
0,0,0,0,0,0,1,1,0,0,0,0,0,9,1,18,GER,0d55d942
1,1,1,0,0,1,2,1,0,0,0,0,1,5,1,18,GER,0d8a37c2
9,6,2,5,2,4,10,6,2,0,2,4,13,3,0,18,GER,0dabaf14
45,32,32,11,2,22,37,15,28,12,16,21,66,91,3,18,GER,0eb5720b
20,14,10,6,4,6,8,2,2,0,2,9,29,7,0,18,GER,0f26fd24
49,26,20,25,4,25,41,16,39,5,34,30,79,24,0,18,GER,0fbecd11
57,44,36,18,3,27,41,14,36,10,26,54,111,128,0,18,GER,1025db8e
22,17,10,9,3,11,23,12,16,0,16,15,37,13,1,18,GER,106bca06
37,24,21,14,2,12,28,16,22,1,21,10,47,7,0,18,GER,11dbba47
20,16,8,12,0,10,18,8,14,1,13,21,41,10,0,18,GER,11fd2b75
13,10,1,5,7,4,9,5,26,5,21,2,15,20,1,18,GER,1238a3f9
19,14,15,4,0,8,10,2,8,6,2,20,39,49,1,18,GER,125cb9fe
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,GER,126cf855
7,5,3,3,1,2,8,6,7,0,7,3,10,2,0,18,GER,13ddc856
21,14,17,4,0,11,19,8,21,3,18,6,27,10,2,18,GER,140afefb
56,42,24,29,3,28,54,26,27,5,22,29,85,22,1,18,GER,15413fa5
1,1,0,1,0,0,0,0,0,0,0,1,2,0,0,18,GER,15b287da
0,0,0,0,0,0,4,4,1,0,1,0,0,1,1,18,GER,15ea94de
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,GER,16b8fabd
56,44,21,27,8,20,52,32,38,1,37,39,95,22,1,18,GER,16daec92
43,30,18,22,3,29,40,11,30,6,24,18,61,81,0,18,GER,17370b95
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,GER,17376543
3,1,0,2,1,0,1,1,2,0,2,6,9,2,0,18,GER,17780d2b
58,41,43,15,0,32,48,16,55,39,16,40,98,161,3,18,GER,1900032e
4,2,1,2,1,1,1,0,3,0,3,2,6,3,0,18,GER,1ae836b1
16,16,8,8,0,6,16,10,13,0,13,13,29,12,0,18,GER,1bcca8b8
46,30,12,20,14,26,44,18,24,2,22,16,62,11,0,18,GER,1bf33a9a
35,32,15,18,2,16,23,7,22,5,17,19,54,20,0,18,GER,1c08a3c8
68,53,43,20,5,38,57,19,39,10,29,30,98,58,1,18,GER,1cd87320
38,28,30,7,1,23,34,11,37,23,14,25,63,114,2,18,GER,1d8e9add
1,0,1,0,0,1,3,2,1,0,1,1,2,12,7,18,GER,1e43fad8
49,30,35,14,0,29,43,14,45,18,27,28,77,155,1,18,GER,20030c06
19,11,12,5,2,9,17,8,37,1,36,10,29,29,0,18,GER,2042d931
42,26,26,15,1,15,26,11,30,20,10,54,96,91,2,18,GER,21166ff4
56,42,30,21,5,34,50,16,38,8,30,35,91,66,1,18,GER,22051fbe
1,0,0,1,0,1,1,0,1,0,1,3,4,3,0,18,GER,226008f1
5,5,0,2,3,3,4,1,12,2,10,0,5,6,0,18,GER,229cd98a
22,15,6,12,4,4,17,13,17,3,14,6,28,21,0,18,GER,258a6f4d
16,10,14,2,0,10,19,9,24,17,7,14,30,71,0,18,GER,25ab9c9c
0,0,0,0,0,0,1,1,0,0,0,1,1,11,2,18,GER,2628fd2b
38,25,13,23,2,19,44,25,25,3,22,21,59,14,1,18,GER,26db8853
1,1,1,0,0,1,2,1,0,0,0,0,1,8,5,18,GER,27d2618c
23,19,12,11,0,12,26,14,15,4,11,12,35,16,0,18,GER,2903a856
0,0,0,0,0,0,0,0,2,1,1,1,1,4,0,18,GER,2930c9d8
8,6,1,4,3,2,4,2,4,0,4,0,8,5,0,18,GER,2973d8ff
16,13,8,5,3,11,22,11,19,2,17,12,28,9,0,18,GER,2979c05a
11,7,3,6,2,7,10,3,5,2,3,8,19,9,0,18,GER,29f7cfd9
31,19,16,15,0,13,23,10,15,6,9,18,49,41,0,18,GER,2a29eb9b
12,8,8,2,2,6,13,7,11,3,8,5,17,3,0,18,GER,2b350e6b
16,11,11,4,1,11,14,3,12,3,9,17,33,26,0,18,GER,2b83fa49
14,9,0,10,4,4,14,10,28,3,25,10,24,9,0,18,GER,2bcc6d52
5,3,2,3,0,4,6,2,3,0,3,1,6,2,0,18,GER,2c38b327
26,18,18,7,1,19,32,13,20,12,8,21,47,52,1,18,GER,2db2fd7b
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,GER,2e64bb49
1,1,1,0,0,1,3,2,0,0,0,0,1,12,3,18,GER,2e7ff968
16,14,12,4,0,6,17,11,14,9,5,11,27,60,0,18,GER,302527b2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,GER,30261ba1
54,43,20,27,7,17,38,21,28,1,27,44,98,37,1,18,GER,30c220c3
19,10,7,9,3,7,11,4,14,2,12,3,22,8,0,18,GER,31114001
4,3,2,1,1,2,5,3,6,0,6,1,5,1,0,18,GER,316de854
25,22,7,17,1,8,23,15,18,6,12,23,48,27,2,18,GER,3189f61a
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,18,GER,32e96d52
38,29,32,6,0,24,26,2,27,11,16,28,66,116,2,18,GER,3376a776
12,7,9,2,1,5,7,2,3,0,3,6,18,10,0,18,GER,33a81b3d
67,48,28,33,6,33,73,40,43,8,35,26,93,47,1,18,GER,33b554b7
0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,18,GER,33ec696b
69,49,20,42,7,42,66,24,26,6,20,34,103,29,2,18,GER,346d51d9
13,11,9,4,0,8,13,5,10,1,9,6,19,25,0,18,GER,34b54da7
14,12,2,12,0,4,6,2,6,1,5,3,17,5,0,18,GER,34c313d5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,GER,362aa29d
16,8,2,12,2,5,12,7,16,3,13,4,20,9,0,18,GER,36a3ff67
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,GER,379c0717
1,1,0,0,1,1,1,0,1,0,1,0,1,2,0,18,GER,37c213cf
52,36,19,31,2,16,40,24,38,2,36,15,67,7,0,18,GER,37f606f0
2,2,1,1,0,1,2,1,3,0,3,1,3,8,0,18,GER,381e52af
74,48,38,32,4,40,61,21,52,9,43,45,119,40,1,18,GER,384d58d9
2,2,2,0,0,1,1,0,1,1,0,3,5,8,0,18,GER,3963c25b
16,12,7,4,5,8,13,5,28,0,28,15,31,6,0,18,GER,3a233281
54,41,18,31,5,27,44,17,22,3,19,27,81,34,2,18,GER,3c05e082
35,30,10,15,10,13,27,14,17,1,16,7,42,14,1,18,GER,3c6089ab
3,2,3,0,0,3,6,3,0,0,0,0,3,18,2,18,GER,3cd9e95a
52,41,27,19,6,37,68,31,30,2,28,22,74,77,0,18,GER,3dffff26
2,2,0,2,0,2,3,1,2,2,0,0,2,8,0,18,GER,3e99c613
38,28,11,18,9,11,26,15,22,4,18,24,62,23,0,18,GER,3eb0f2df
22,15,18,4,0,15,18,3,17,9,8,21,43,68,1,18,GER,3f30b506
67,41,36,25,6,36,57,21,34,2,32,51,118,83,1,18,GER,3f65898c
60,45,29,30,1,33,55,22,35,12,23,47,107,52,0,18,GER,3f7cd8f1
36,32,18,14,4,19,36,17,18,0,18,13,49,13,2,18,GER,3faa1780
44,29,14,26,4,17,32,15,23,2,21,10,54,9,0,18,GER,410ab123
60,40,31,28,1,30,64,34,35,5,30,25,85,27,1,18,GER,4114f306
0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,18,GER,420c18a1
25,19,13,8,4,11,18,7,11,1,10,10,35,9,1,18,GER,433dc9a2
6,5,2,3,1,1,7,6,16,2,14,3,9,17,0,18,GER,43a166b4
3,3,1,1,1,0,1,1,3,0,3,3,6,2,0,18,GER,442b56fa
2,2,2,0,0,2,2,0,5,0,5,0,2,0,0,18,GER,44e471ca
1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,18,GER,45870256
15,10,10,4,1,7,14,7,18,13,5,31,46,50,0,18,GER,45954ec7
55,40,40,13,2,36,47,11,59,34,25,70,125,192,1,18,GER,45a03961
44,32,29,14,1,22,39,17,27,14,13,41,85,111,4,18,GER,45b7edae
17,14,5,11,1,12,18,6,12,3,9,30,47,55,0,18,GER,463503e2
0,0,0,0,0,0,2,2,0,0,0,1,1,15,6,18,GER,47064058
66,46,41,22,3,37,55,18,39,9,30,51,117,108,3,18,GER,48035304
23,16,9,11,3,6,16,10,13,3,10,13,36,15,0,18,GER,482b70ad
32,23,14,13,5,20,38,18,26,5,21,20,52,40,0,18,GER,49296448
89,70,43,34,12,39,76,37,29,4,25,43,132,37,1,18,GER,496aeede
31,27,20,10,1,21,27,6,14,5,9,28,59,56,0,18,GER,49d53c68
16,11,2,8,6,3,19,16,26,0,26,7,23,11,0,18,GER,49fe9070
12,9,3,9,0,4,18,14,11,2,9,6,18,12,0,18,GER,49ffe0f2
0,0,0,0,0,0,3,3,0,0,0,0,0,11,3,18,GER,4a15e95b
0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,18,GER,4b5e7e90
48,40,32,14,2,33,46,13,29,8,21,29,77,47,0,18,GER,4bd00a50
9,7,3,6,0,3,7,4,7,0,7,3,12,6,0,18,GER,4d74201d
5,5,0,5,0,1,3,2,6,2,4,1,6,2,0,18,GER,4d8cd038
1,1,1,0,0,1,2,1,1,0,1,1,2,2,0,18,GER,4e204552
16,11,4,8,4,10,20,10,22,3,19,8,24,30,0,18,GER,4f16405e
23,20,6,15,2,8,20,12,10,1,9,8,31,2,0,18,GER,500cd987
49,32,16,23,10,20,54,34,39,1,38,28,77,18,0,18,GER,50871bcc
81,64,41,36,4,46,68,22,42,12,30,35,116,113,2,18,GER,51dbeea9
7,3,2,4,1,1,2,1,3,1,2,0,7,9,0,18,GER,531807b3
21,15,6,8,7,5,14,9,16,0,16,6,27,12,0,18,GER,5343eb4e
37,29,7,21,9,7,24,17,27,2,25,6,43,13,0,18,GER,536cebe5
8,7,1,4,3,2,5,3,9,2,7,0,8,10,0,18,GER,53e07d0b
7,6,1,5,1,0,1,1,4,0,4,1,8,3,0,18,GER,53eeaf6a
46,28,27,18,1,23,53,30,24,7,17,42,88,71,0,18,GER,541cdd20
17,13,3,13,1,7,15,8,12,1,11,2,19,24,0,18,GER,549c6ba7
38,30,15,17,6,12,28,16,21,3,18,14,52,21,0,18,GER,54b4dc4e
11,9,3,6,2,6,9,3,10,2,8,3,14,5,0,18,GER,54b6ee79
8,5,3,3,2,4,8,4,8,1,7,5,13,6,0,18,GER,54e4866f
81,57,25,55,1,42,70,28,33,9,24,49,130,46,1,18,GER,5528407e
1,0,1,0,0,0,1,1,0,0,0,2,3,1,0,18,GER,55537f53
39,26,13,21,5,19,42,23,33,4,29,17,56,7,0,18,GER,555d5edd
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,GER,5603d397
75,61,17,50,8,33,62,29,46,5,41,48,123,27,2,18,GER,56413b1f
40,32,29,10,1,27,36,9,29,15,14,40,80,141,1,18,GER,565bf0da
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,GER,57200916
31,20,16,11,4,19,29,10,22,4,18,10,41,10,1,18,GER,5722eced
95,75,45,48,2,49,74,25,39,7,32,64,159,76,1,18,GER,5939baa2
62,47,25,28,9,33,47,14,41,18,23,36,98,96,0,18,GER,59e4b92e
32,22,11,14,7,18,27,9,6,0,6,6,38,2,0,18,GER,5afafbfe
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,GER,5b52d1f7
0,0,0,0,0,0,1,1,0,0,0,1,1,10,2,18,GER,5c4bf6ba
2,2,2,0,0,2,3,1,0,0,0,1,3,2,0,18,GER,5c899683
18,16,7,7,4,9,18,9,28,2,26,12,30,11,0,18,GER,5caa62a7
57,36,23,30,4,31,50,19,42,10,32,44,101,51,2,18,GER,5d8e331f
41,34,17,14,10,24,28,4,21,4,17,13,54,47,0,18,GER,5ddb8f9f
2,0,0,1,1,0,0,0,1,0,1,0,2,0,0,18,GER,5e1df051
65,49,39,21,5,41,65,24,56,27,29,39,104,112,3,18,GER,5e66fa06
32,25,20,12,0,18,23,5,14,3,11,20,52,66,0,18,GER,5ed9b537
36,24,12,20,4,11,37,26,20,2,18,14,50,18,2,18,GER,5f9f0531
8,6,4,3,1,3,8,5,15,0,15,6,14,7,0,18,GER,603cb947
12,11,6,5,1,4,13,9,8,0,8,4,16,7,0,18,GER,612cb8d3
17,11,6,10,1,6,7,1,15,3,12,5,22,14,0,18,GER,61b0b44d
17,12,6,8,3,7,22,15,20,2,18,6,23,3,0,18,GER,61fc9685
22,18,14,6,2,15,16,1,12,3,9,14,36,15,0,18,GER,626fab5f
37,28,18,14,5,22,34,12,25,5,20,15,52,31,0,18,GER,62ab9184
21,16,13,7,1,11,26,15,9,2,7,17,38,25,0,18,GER,6435e737
26,22,16,9,1,19,29,10,28,12,16,21,47,94,1,18,GER,64c07ae1
23,20,7,8,8,11,26,15,16,1,15,3,26,35,0,18,GER,64f69877
33,22,8,18,7,14,32,18,13,3,10,16,49,8,0,18,GER,652d4c37
26,19,8,15,3,10,20,10,25,0,25,11,37,9,0,18,GER,66385c46
16,13,4,8,4,11,22,11,28,0,28,6,22,1,0,18,GER,6743cef5
42,23,27,13,2,17,24,7,23,10,13,34,76,66,6,18,GER,677da306
69,51,36,28,5,33,69,36,22,1,21,28,97,20,1,18,GER,67cdbc0e
56,45,40,14,2,30,41,11,35,17,18,37,93,130,3,18,GER,68635c10
47,43,31,10,6,25,36,11,22,11,11,16,63,50,0,18,GER,6873f3bc
26,18,7,18,1,5,22,17,23,3,20,10,36,13,1,18,GER,68829001
47,37,21,21,5,14,29,15,25,2,23,18,65,23,0,18,GER,69374ff5
60,42,47,13,0,38,64,26,35,17,18,53,113,140,0,18,GER,699fb8db
15,10,3,9,3,9,17,8,9,0,9,8,23,1,0,18,GER,6a81a181
1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,18,GER,6b85f966
34,20,26,8,0,25,35,10,36,24,12,25,59,89,1,18,GER,6bd5cd5d
78,63,48,26,4,43,65,22,50,10,40,50,128,80,0,18,GER,6bd603db
2,2,1,1,0,1,8,7,3,0,3,3,5,4,0,18,GER,6c6a3300
19,16,10,9,0,13,18,5,19,8,11,10,29,50,0,18,GER,6cafd68d
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,GER,6d8f8441
18,12,13,5,0,12,16,4,21,14,7,20,38,63,1,18,GER,6e33125f
47,39,29,16,2,24,35,11,18,4,14,22,69,60,1,18,GER,6ec6fde0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,18,GER,6fd8a334
62,49,20,34,8,23,57,34,43,1,42,30,92,42,0,18,GER,70dcf94d
5,4,0,3,2,4,7,3,2,0,2,0,5,1,0,18,GER,710fbdd1
2,2,1,1,0,0,0,0,0,0,0,0,2,0,0,18,GER,7124239e
35,27,10,15,10,15,30,15,16,1,15,12,47,4,0,18,GER,715bf047
19,17,2,11,6,4,16,12,16,1,15,4,23,33,0,18,GER,71a20ce8
5,5,1,3,1,4,11,7,6,0,6,1,6,8,0,18,GER,733fecf1
9,5,2,6,1,4,6,2,4,0,4,3,12,0,0,18,GER,7364c4d1
1,0,1,0,0,1,2,1,2,0,2,0,1,8,5,18,GER,73e2f6eb
3,1,2,1,0,2,2,0,1,0,1,1,4,1,0,18,GER,7483d9f9
17,14,1,10,6,7,11,4,16,2,14,7,24,9,0,18,GER,74c7c2db
8,5,3,5,0,4,8,4,5,0,5,2,10,5,0,18,GER,74ced675
22,15,13,9,0,15,22,7,14,9,5,29,51,76,1,18,GER,74d70fb5
16,10,7,7,2,6,7,1,10,2,8,2,18,13,0,18,GER,76e5da9d
45,35,11,25,9,15,26,11,22,3,19,27,72,6,1,18,GER,77e84962
5,4,1,3,1,1,2,1,0,0,0,1,6,0,0,18,GER,78952998
39,32,27,11,1,22,31,9,21,9,12,32,71,64,0,18,GER,78e68b4d
57,43,46,10,1,40,64,24,49,29,20,57,114,238,6,18,GER,791abba1
40,32,12,23,5,17,36,19,18,0,18,8,48,2,0,18,GER,791af558
44,30,22,18,4,20,44,24,27,8,19,34,78,45,1,18,GER,79c90e45
16,12,7,6,3,6,14,8,15,0,15,4,20,8,0,18,GER,79ca3e23
2,2,2,0,0,2,2,0,1,1,0,1,3,0,0,18,GER,79fa1799
17,15,8,8,1,8,12,4,4,2,2,9,26,26,0,18,GER,7aac47fe
5,4,2,3,0,0,0,0,3,0,3,2,7,2,0,18,GER,7c104bb7
52,39,11,29,12,14,38,24,53,4,49,31,83,32,1,18,GER,7cd6badb
1,0,1,0,0,1,1,0,0,0,0,3,4,6,1,18,GER,7d3e7da6
2,1,0,1,1,0,0,0,1,1,0,1,3,0,0,18,GER,7d841904
31,24,12,13,6,21,39,18,16,0,16,9,40,19,0,18,GER,7e689867
28,21,18,7,3,15,27,12,15,4,11,24,52,30,0,18,GER,7f609bfc
1,1,0,1,0,0,2,2,0,0,0,1,2,0,0,18,GER,7f73bdf4
31,22,11,15,5,9,19,10,16,5,11,33,64,40,1,18,GER,7f97771d
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,GER,7fe12375
50,40,12,33,5,28,55,27,11,1,10,18,68,7,1,18,GER,80f36c88
13,12,9,4,0,5,8,3,7,7,0,17,30,52,0,18,GER,815c314f
2,2,0,0,2,0,1,1,3,1,2,1,3,0,0,18,GER,81aeb1dd
9,9,5,3,1,6,7,1,6,2,4,5,14,16,0,18,GER,821233cc
65,47,36,19,10,34,59,25,27,8,19,33,98,65,1,18,GER,826e8b63
14,11,5,9,0,2,4,2,6,1,5,3,17,5,0,18,GER,8279c033
16,10,2,12,2,3,8,5,17,4,13,4,20,16,0,18,GER,834d0be5
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,18,GER,83e0eeb4
37,29,23,11,3,22,39,17,23,10,13,25,62,55,1,18,GER,8494acc4
17,12,6,6,5,7,16,9,4,0,4,7,24,4,0,18,GER,849c826a
36,25,23,13,0,27,39,12,35,18,17,46,82,123,2,18,GER,857a5abe
73,54,45,21,7,38,63,25,38,7,31,20,93,68,0,18,GER,8593f88c
1,1,1,0,0,0,0,0,1,0,1,0,1,2,0,18,GER,861e0116
20,15,4,15,1,6,16,10,11,2,9,9,29,15,0,18,GER,863ff1ee
2,2,1,1,0,1,1,0,0,0,0,0,2,5,0,18,GER,86b30561
51,41,23,23,5,25,57,32,31,4,27,28,79,34,0,18,GER,86e119e0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,GER,8778c910
19,11,14,4,1,10,19,9,8,1,7,9,28,11,0,18,GER,88d4144a
32,22,10,18,4,13,24,11,15,1,14,8,40,9,2,18,GER,88e357ef
0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,18,GER,8954fddc
35,27,21,12,2,20,30,10,27,6,21,30,65,57,1,18,GER,89565ac5
17,12,9,8,0,5,9,4,11,2,9,3,20,17,0,18,GER,896c126c
22,15,14,8,0,15,17,2,11,4,7,7,29,43,2,18,GER,89ac64a6
8,6,3,4,1,3,4,1,4,0,4,9,17,26,1,18,GER,8b6e0db2
