fk_ag,ck_ag,og_ag,ps_xG,ps_xG_delta,cmp_launch,att_launch,att_gk_pass,att_gk_throw,gk_pass_len,att_goal_kick,goal_kick_len,att_cross_ag,stop_cross_ag,def_outside_pen,def_outside_pen_dist,goal_kicks_launched,season,comp,id
0,2,0,9.5,-0.5,40,104,160,23,5936.0,40,2172,101,10,115,16.5,32,23,GER,dee3013b
0,1,0,5.5,1.5,10,30,78,12,2605.2,13,288,30,2,42,14.1,1,23,GER,fa4cabd1
0,0,0,2.0,1.0,5,9,26,6,821.6,7,216,15,0,0,0.0,2,18,CL,01b8a2b2
0,0,0,1.1,1.1,6,11,34,6,982.6,4,190,10,2,0,10.0,2,18,CL,04ac8285
0,1,0,6.5,-1.5,17,43,71,11,2648.3,19,853,24,0,71,17.9,11,18,CL,0ef05b3e
0,0,0,1.1,-0.9,5,8,40,5,908.0,4,156,3,0,123,24.7,2,18,CL,10072610
0,0,0,5.3,-0.7,26,59,51,6,2106.3,32,2006,51,4,0,11.0,30,18,CL,110338ae
0,1,0,8.8,-3.2,26,88,170,43,6137.0,58,2453,65,3,40,13.5,23,18,CL,1840e36d
0,0,0,0.0,0.0,0,0,10,3,222.0,5,138,12,0,0,10.0,0,18,CL,1bebde9d
0,0,0,2.7,-0.3,14,54,93,20,3301.5,25,1292,48,5,8,8.1,18,18,CL,1ddbb0da
0,0,0,2.2,0.2,14,37,39,5,1696.5,15,916,24,0,29,14.8,14,18,CL,1e26e376
0,0,0,1.2,0.2,13,28,32,5,1424.0,8,443,14,1,0,9.3,7,18,CL,22a94b80
0,1,1,3.7,0.7,11,26,51,13,1667.7,16,700,18,1,52,17.5,8,18,CL,2bea06e0
0,1,0,0.8,-0.2,7,17,9,0,540.0,8,518,8,0,0,11.0,8,18,CL,2f061b36
0,1,0,9.0,0.0,25,54,135,36,3496.5,66,2554,127,10,150,13.7,30,18,CL,2f965a72
1,1,1,14.0,-1.0,44,215,336,53,12667.2,95,4769,164,12,179,13.8,60,18,CL,32e7ce92
0,1,0,14.9,3.9,85,186,374,58,13538.8,63,2677,127,10,81,13.5,32,18,CL,34c3b935
0,0,0,12.9,2.9,29,64,263,43,7022.1,46,1863,67,5,208,16.0,16,18,CL,3bb7b8b4
0,0,0,13.0,3.0,29,106,125,14,5800.0,40,2128,97,3,35,11.9,27,18,CL,42ec696a
0,0,0,2.5,0.5,12,28,33,10,1329.9,22,913,31,2,0,6.6,11,18,CL,50310821
0,3,1,13.9,0.9,39,145,170,29,6885.0,61,3513,103,9,17,8.7,53,18,CL,56bf1cc0
0,0,0,3.1,0.1,7,17,45,13,1341.0,10,399,21,2,11,11.1,4,18,CL,58bc7d18
0,3,0,10.1,-2.9,34,81,122,36,4123.6,53,2475,72,2,96,16.1,33,18,CL,5f0241b2
0,0,0,2.3,-0.7,6,12,21,2,760.2,6,322,3,0,0,11.0,3,18,CL,62ba5881
0,3,0,8.8,2.8,28,81,250,40,7075.0,61,2684,94,3,123,17.6,29,18,CL,6f51e382
1,1,2,7.9,0.9,48,122,156,16,6224.4,42,2083,72,3,41,10.3,31,18,CL,79b0d6a0
1,2,2,18.8,1.8,65,121,324,66,10108.8,79,3254,115,4,490,19.6,36,18,CL,7a2e46a8
0,2,0,9.9,-0.1,34,128,192,45,6988.8,70,3234,93,6,270,18.0,44,18,CL,7b456af7
0,1,0,7.3,4.3,50,126,147,22,5938.8,56,3024,68,1,38,12.9,43,18,CL,7ba6d84e
0,0,0,13.3,1.3,56,139,294,55,9819.6,64,2547,96,2,211,16.3,30,18,CL,7d3e7da6
1,0,0,7.3,-1.7,31,76,63,8,2866.5,37,2086,36,0,44,14.7,31,18,CL,834b5c4c
0,0,0,0.2,0.2,3,4,21,1,588.0,3,87,3,0,18,18.5,0,18,CL,8778c910
0,0,0,10.9,2.9,48,119,194,40,7372.0,52,2568,108,4,131,16.4,33,18,CL,8f62b6ee
0,0,1,2.0,1.0,17,32,54,10,1603.8,26,1110,39,2,20,10.0,17,18,CL,8f8c6934
0,1,0,10.0,-2.0,22,66,121,18,3726.8,37,1968,57,1,50,16.7,27,18,CL,903b6e8b
0,2,0,10.5,-0.5,32,64,88,24,3484.8,34,1846,55,4,25,12.7,24,18,CL,972d595a
0,0,0,12.8,-0.2,13,65,220,42,6776.0,34,1475,56,6,123,15.4,13,18,CL,9d12e142
0,0,1,9.3,1.3,58,160,157,18,7002.2,65,3705,100,9,93,13.4,61,18,CL,af245161
0,2,2,16.8,0.8,39,114,198,34,7029.0,55,2271,92,2,54,13.5,29,18,CL,b15780e3
0,0,0,6.0,-3.0,8,27,51,11,1769.7,18,698,30,1,77,19.4,8,18,CL,b7e7937d
0,1,0,16.8,0.8,51,127,138,33,5285.4,78,4024,137,3,20,10.1,59,18,CL,bc1f61c9
0,3,0,7.8,-3.2,35,90,174,32,5916.0,41,2095,81,2,106,15.2,29,18,CL,bcb2ccd8
1,0,1,4.7,0.7,19,50,66,14,2230.8,25,1395,32,0,213,19.4,23,18,CL,bcf5058a
1,1,1,11.1,2.1,27,85,96,15,4262.4,44,2222,87,5,20,10.3,30,18,CL,c8a88acd
0,1,0,7.2,-2.8,31,70,62,13,2876.8,29,1969,59,0,64,12.8,29,18,CL,d7ffd345
0,3,0,9.1,-1.9,24,46,153,36,4146.3,33,1237,48,0,32,10.7,13,18,CL,e358587b
1,0,1,11.1,1.1,42,98,166,29,5610.8,77,3472,106,1,102,14.6,45,18,CL,e40d028b
0,2,1,15.5,3.5,34,100,191,53,6780.5,60,2910,163,6,66,11.1,36,18,CL,ecada4fc
0,1,1,4.6,1.6,22,72,79,16,2907.2,46,2327,57,2,33,16.7,36,18,CL,ee8508c0
0,0,0,3.8,-1.2,3,12,20,0,668.0,6,294,4,0,16,16.7,4,18,CL,f619413f
0,0,1,4.9,-1.1,13,46,70,13,2786.0,21,869,37,2,13,13.7,8,18,CL,f6db3bd5
0,3,0,8.5,-4.5,22,103,152,24,5380.8,47,2641,51,3,48,12.2,37,18,CL,ffc1c226
1,2,1,9.6,1.6,74,134,213,36,7646.7,71,3294,113,3,139,15.5,46,19,CL,01b8a2b2
0,3,0,13.5,2.5,41,94,151,19,5768.2,32,1350,47,1,128,18.4,18,19,CL,03df04ff
0,0,0,2.8,1.8,4,7,33,11,1009.8,5,176,9,0,0,11.3,2,19,CL,04ac8285
0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,19,CL,099b9c78
0,0,0,2.2,0.2,27,55,57,9,2565.0,20,1170,44,0,0,10.8,18,19,CL,0e61c46b
1,0,0,9.7,1.7,37,86,134,35,5118.8,44,2160,52,1,97,16.2,26,19,CL,1840e36d
0,1,0,2.6,-0.4,5,11,38,12,1014.6,18,599,20,2,0,5.0,5,19,CL,1bebde9d
0,2,0,13.8,-1.2,64,160,295,29,10413.5,75,3405,136,3,172,15.7,47,19,CL,1ddbb0da
0,0,1,1.3,0.3,9,18,21,4,785.4,11,537,13,0,0,5.7,8,19,CL,1e26e376
1,1,0,12.0,-2.0,24,74,119,24,4355.4,38,1698,45,0,11,11.1,23,19,CL,1e43fad8
0,0,0,0.0,0.0,1,3,27,4,691.2,4,127,15,1,13,13.3,1,19,CL,2e7ff968
0,0,0,4.5,-1.5,8,11,68,11,1536.8,18,550,32,1,8,8.1,4,19,CL,2f965a72
0,0,0,3.0,0.0,8,19,43,7,1079.3,14,687,22,1,57,19.0,11,19,CL,30223b33
0,2,0,11.8,-4.2,37,92,186,44,6100.8,58,2354,80,5,68,13.7,27,19,CL,34c3b935
0,0,0,0.4,-0.6,10,20,20,1,866.0,10,534,18,0,11,11.4,9,19,CL,34e38ddf
0,1,0,10.1,-1.9,26,52,237,37,6138.3,48,1977,69,6,331,18.4,18,19,CL,3bb7b8b4
0,0,0,1.8,1.8,20,65,69,17,2849.7,28,1523,44,2,10,10.1,25,19,CL,3f65d5ce
0,2,0,10.8,4.8,43,132,126,22,6211.8,52,3250,95,3,35,11.7,42,19,CL,42ec696a
1,1,0,15.7,1.7,37,85,165,28,5115.0,55,2376,68,2,152,19.1,33,19,CL,47064058
0,1,0,4.1,-0.9,16,40,49,16,1891.4,27,1393,37,1,28,14.0,18,19,CL,4a6914ff
0,0,0,3.0,0.0,3,6,15,1,450.0,4,124,5,0,16,16.5,2,19,CL,4d3e9033
2,1,0,18.7,1.7,47,136,155,25,6727.0,66,3471,99,4,84,14.1,47,19,CL,5e8936be
0,1,0,0.8,-0.2,0,3,26,6,642.2,2,93,14,2,67,16.8,1,19,CL,63d17038
0,0,0,3.8,0.8,2,22,28,11,1223.6,10,601,13,1,12,12.8,8,19,CL,6bd05d38
0,2,0,9.6,0.6,53,102,304,60,8968.0,74,2908,136,7,96,12.1,34,19,CL,6f51e382
0,0,0,8.5,1.5,25,54,159,43,4245.3,42,1646,81,5,36,12.0,22,19,CL,74419746
1,2,1,15.1,4.1,48,125,361,76,10721.7,84,3477,127,3,156,17.4,41,19,CL,7a2e46a8
0,1,1,9.3,1.3,52,116,139,32,5323.7,72,3765,111,4,20,10.1,52,19,CL,7ba6d84e
0,0,1,6.6,2.6,30,75,173,28,5553.3,41,1771,67,4,160,16.0,23,19,CL,82b1198a
0,1,0,8.4,0.4,43,102,293,47,8819.3,50,1825,80,1,161,17.9,19,19,CL,8778c910
0,2,0,13.5,-1.5,65,147,304,46,9819.2,81,3450,99,2,92,13.2,46,19,CL,8f62b6ee
0,1,0,7.2,1.2,26,75,192,37,6355.2,42,1654,84,0,73,14.6,19,19,CL,9d12e142
0,1,1,9.2,2.2,42,107,174,24,6472.8,48,2227,74,10,96,13.8,29,19,CL,a2abe631
1,3,0,8.0,-4.0,43,111,140,31,5572.0,41,2037,93,10,20,10.4,34,19,CL,a3b0ed18
0,0,0,6.9,1.9,27,64,73,25,2825.1,41,1976,93,5,22,11.4,26,19,CL,a9dc785c
0,0,0,0.5,0.5,9,24,37,7,1383.8,14,653,14,2,26,13.0,9,19,CL,afb0c500
0,1,0,9.2,-0.8,16,31,85,17,2439.5,34,1091,53,2,36,12.0,9,19,CL,b7e7937d
1,3,0,15.2,2.2,66,145,155,16,6897.5,54,2646,116,5,21,10.6,38,19,CL,c2e41cfb
0,0,0,1.2,0.2,5,10,17,3,533.8,7,284,17,0,0,7.5,4,19,CL,c9cb972b
1,0,0,13.1,0.1,63,134,126,21,5329.8,72,4154,119,3,20,10.2,57,19,CL,cc1a0c57
0,1,0,7.0,0.0,9,38,59,16,2129.9,12,493,34,3,0,9.5,7,19,CL,cd1b2304
0,0,0,6.0,0.0,14,49,91,16,2648.1,36,1638,55,1,0,10.2,23,19,CL,e40d028b
1,1,0,12.1,3.1,31,92,165,45,5593.5,56,2721,89,4,35,11.7,35,19,CL,e7ee38c3
0,2,0,18.1,5.1,40,177,303,49,10605.0,85,4063,142,6,88,12.6,50,19,CL,e9c0c1b2
0,0,0,1.6,-0.4,10,16,53,11,1537.0,15,652,27,2,65,16.4,8,19,CL,ecada4fc
0,0,0,7.8,-1.2,37,107,102,9,3876.0,60,3384,110,0,0,11.8,56,19,CL,ee8508c0
0,1,0,14.7,1.7,37,113,162,27,5977.8,67,3283,96,1,123,15.4,45,19,CL,f00de885
0,2,0,7.8,-1.2,50,100,110,24,4521.0,46,2424,76,0,26,13.3,38,19,CL,f4eb377b
0,0,0,2.4,-0.6,2,7,7,0,403.2,4,117,1,1,14,14.3,1,19,CL,f6db3bd5
0,0,0,8.9,-1.1,36,94,114,20,4434.6,36,2192,58,1,33,16.5,33,19,CL,f7b10c66
0,1,0,7.5,1.5,15,25,144,40,3715.2,54,1528,84,3,106,15.2,11,20,CL,01b8a2b2
0,1,1,9.6,-0.4,16,47,130,35,3718.0,57,1960,93,2,147,14.7,18,20,CL,03df04ff
0,1,0,12.3,1.3,38,105,143,28,5205.2,59,2849,113,2,48,16.2,39,20,CL,04ac8285
0,0,0,1.2,-0.8,3,7,41,7,1057.8,8,168,15,0,51,17.3,1,20,CL,10072610
0,0,1,10.7,1.7,52,108,218,35,7782.6,48,1881,29,1,357,21.0,22,20,CL,179d2851
0,0,0,12.1,1.1,15,46,185,38,4958.0,43,1350,64,5,140,14.0,12,20,CL,1840e36d
0,0,0,6.0,-3.0,9,31,56,12,1719.2,30,1161,45,3,94,18.8,14,20,CL,27d902c8
0,1,2,7.3,0.3,32,61,131,25,4126.5,45,1971,61,4,154,17.2,23,20,CL,28d596a0
0,0,0,1.4,0.4,6,15,48,8,1564.8,11,306,17,0,23,23.5,1,20,CL,2f965a72
0,0,1,7.5,1.5,45,76,107,21,4173.0,32,1398,95,2,11,11.1,19,20,CL,2fabebc0
0,0,0,14.1,1.1,27,70,194,52,6305.0,51,1810,78,4,37,12.5,17,20,CL,34c3b935
0,0,0,7.6,0.6,36,80,225,30,7335.0,29,1305,45,4,428,21.4,14,20,CL,3bb7b8b4
0,1,0,2.2,0.2,6,24,15,1,693.0,16,899,17,0,0,3.0,14,20,CL,4e034598
0,1,0,16.6,3.6,48,140,120,20,5460.0,61,3867,84,2,28,9.5,58,20,CL,58f077c0
0,0,0,3.0,-1.0,10,37,39,9,1345.5,34,1655,41,2,0,5.4,21,20,CL,5c07e176
0,3,0,18.9,-1.1,41,122,132,23,5280.0,71,3273,118,3,43,10.8,48,20,CL,5e8936be
0,0,0,0.1,0.1,2,9,44,10,1042.8,13,384,24,0,0,8.0,3,20,CL,5f0241b2
0,1,0,7.0,2.0,17,56,88,19,3000.8,42,1852,56,2,25,12.9,22,20,CL,63d17038
0,0,0,15.7,2.7,21,51,222,42,6149.4,57,1442,84,3,44,11.1,9,20,CL,6f51e382
0,0,0,9.8,0.8,24,48,178,36,4752.6,46,1656,59,2,33,11.2,18,20,CL,74419746
0,2,0,6.1,2.1,13,26,145,28,3755.5,28,764,41,2,350,20.6,3,20,CL,7a2e46a8
0,1,0,2.9,-1.1,4,9,51,6,1346.4,11,144,12,1,12,12.3,1,20,CL,82b1198a
0,0,0,0.1,0.1,0,2,2,0,125.0,0,0,0,0,0,0.0,0,20,CL,86dd77d1
0,0,1,9.0,2.0,37,77,428,58,11770.0,57,1379,90,2,731,23.6,3,20,CL,8778c910
0,0,0,2.1,0.1,10,29,50,14,1940.0,15,573,45,2,13,13.7,7,20,CL,8a6ab963
0,0,0,9.4,-3.6,17,32,63,12,2104.2,27,845,47,0,8,8.4,12,20,CL,8f62b6ee
0,3,0,12.3,-1.7,25,110,165,38,6352.5,45,2475,97,7,9,9.8,33,20,CL,903b6e8b
0,2,0,5.9,1.9,34,65,116,15,3294.4,66,2488,110,5,32,10.7,36,20,CL,9413b19f
0,1,0,14.7,3.7,15,79,197,41,6698.0,40,1692,77,4,144,16.0,17,20,CL,9d12e142
0,0,0,6.3,-0.7,11,26,56,13,1814.4,24,878,32,1,28,14.3,11,20,CL,a179d516
0,0,0,18.0,4.0,63,165,210,35,8505.0,54,3105,76,5,45,15.1,46,20,CL,a2abe631
0,0,2,8.7,1.7,44,96,104,29,4149.6,58,2656,108,6,40,13.4,44,20,CL,a3b0ed18
0,0,0,1.6,0.6,5,16,40,11,1248.0,10,339,19,0,0,10.5,4,20,CL,a9dc785c
0,0,0,5.7,0.7,13,33,36,8,1396.8,19,1067,26,2,0,8.8,16,20,CL,ac4003af
0,0,0,8.4,-0.6,39,103,233,26,8294.8,32,1212,49,3,161,17.9,14,20,CL,ad3389d5
0,0,0,15.0,3.0,43,104,299,49,9358.7,67,2224,125,6,328,21.9,18,20,CL,bcb2ccd8
0,0,0,14.3,-1.7,47,114,175,21,6527.5,51,2391,85,2,138,15.4,34,20,CL,c56ee8f7
0,0,0,3.5,-0.5,18,52,51,5,2116.5,22,1298,38,0,19,9.8,21,20,CL,c9cb972b
0,1,0,10.7,-1.3,45,99,137,19,5000.5,59,2607,82,3,106,15.2,36,20,CL,d436eb94
0,0,0,0.3,0.3,0,1,8,2,184.0,2,37,5,1,0,5.0,0,20,CL,dc29b608
0,0,0,0.2,0.2,4,9,28,8,798.0,11,256,21,1,0,5.3,3,20,CL,e40d028b
0,1,0,11.0,5.0,26,102,176,28,6265.6,49,2170,62,4,97,13.9,26,20,CL,e9c0c1b2
0,0,0,9.6,3.6,30,96,202,40,6504.4,72,2433,109,4,33,11.1,29,20,CL,ecada4fc
1,0,1,8.5,0.5,66,159,155,30,6262.0,79,4289,164,3,33,11.3,68,20,CL,ee8508c0
0,1,0,12.4,-1.6,47,133,240,56,8256.0,91,3712,173,11,48,12.1,42,20,CL,f00de885
0,0,0,14.7,1.7,27,73,131,20,4558.8,35,2002,72,1,137,15.3,30,20,CL,f0f7f62f
0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,20,CL,f5dfc256
0,0,0,6.3,-1.7,18,32,84,15,2679.6,15,511,25,2,29,14.8,5,20,CL,f76e6b4e
0,0,0,3.3,-0.7,6,14,23,2,848.7,6,244,10,0,0,6.5,3,20,CL,f9e0c603
0,2,1,12.1,-0.9,23,93,138,28,5492.4,35,1918,85,4,124,15.6,28,20,CL,fcb38f57
1,0,0,9.4,1.4,6,15,133,25,2952.6,39,881,61,3,172,17.2,3,21,CL,01b8a2b2
0,1,0,5.4,3.4,3,6,27,5,758.7,11,212,13,0,0,8.5,0,21,CL,0880e10b
0,0,0,2.7,-1.3,2,7,28,5,714.0,4,178,13,0,14,14.0,3,21,CL,14e05913
1,0,1,15.3,2.3,27,109,370,68,11211.0,85,2839,116,11,382,18.2,27,21,CL,1840e36d
0,2,1,10.4,-1.6,26,95,209,18,6625.3,38,1406,50,1,81,16.2,18,21,CL,1d2d5cc8
0,0,0,1.8,-0.2,5,8,34,8,880.6,5,219,11,1,0,5.0,3,21,CL,1e064bfb
0,3,1,12.4,-3.6,11,36,94,19,3017.4,31,771,67,3,40,13.4,4,21,CL,27d902c8
0,0,0,0.5,-0.5,0,2,20,1,502.0,5,97,5,0,0,8.0,0,21,CL,28d596a0
0,2,1,11.1,0.1,13,57,137,20,4452.5,40,1368,105,3,18,9.3,13,21,CL,2e7ff968
0,1,0,12.7,-0.3,25,60,151,43,4922.6,39,1333,90,4,21,10.6,15,21,CL,2fabebc0
0,2,0,6.8,3.8,48,113,295,52,8348.5,76,2933,153,7,65,13.0,38,21,CL,33887998
0,0,0,1.0,0.0,4,10,10,3,350.0,8,360,14,0,0,0.0,5,21,CL,339fe0e8
1,1,0,4.2,0.2,6,9,19,1,501.6,8,318,7,0,14,14.0,5,21,CL,34c3b935
0,1,0,6.4,1.4,31,71,287,53,8064.7,46,1564,76,4,366,19.3,13,21,CL,3bb7b8b4
0,0,1,0.9,0.9,9,25,24,2,1099.2,11,572,17,0,0,10.0,8,21,CL,3f65d5ce
0,0,1,14.2,-1.8,39,76,202,33,6262.0,40,1388,48,0,60,15.1,16,21,CL,4030c7ae
0,1,1,7.1,0.1,20,91,162,28,5718.6,52,2438,117,2,10,10.3,32,21,CL,41f0b196
0,1,0,14.1,1.1,33,86,293,29,8555.6,49,1180,107,6,50,12.6,7,21,CL,420c18a1
0,0,0,0.2,0.2,0,0,20,5,436.0,5,78,9,0,0,0.0,0,21,CL,42130443
0,0,0,2.3,1.3,14,38,73,16,2584.2,22,594,38,2,15,15.8,5,21,CL,62d7ef38
0,0,0,3.1,-0.9,16,41,84,13,2788.8,12,598,18,1,54,18.1,8,21,CL,63e905bc
0,0,0,11.0,2.0,10,15,98,15,2312.8,29,742,41,0,81,16.2,4,21,CL,6f51e382
0,1,1,6.8,-1.2,14,29,154,21,4127.2,21,436,48,1,205,20.5,1,21,CL,74419746
0,0,0,3.2,-0.8,10,19,38,7,1075.4,12,552,24,0,88,22.2,9,21,CL,74733221
0,0,0,8.9,3.9,26,64,210,31,6153.0,50,1870,64,1,287,22.1,19,21,CL,7a2e46a8
1,0,0,1.8,-1.2,8,19,36,3,1195.2,8,359,20,1,14,14.7,5,21,CL,7b456af7
1,1,1,6.7,-0.3,21,46,83,16,2689.2,39,1267,63,2,58,14.5,16,21,CL,7ba6d84e
1,1,0,12.9,3.9,66,220,329,39,14147.0,60,2400,183,4,112,14.1,28,21,CL,853b7c48
0,1,0,13.0,5.0,28,57,273,57,7507.5,44,1359,92,3,527,21.1,8,21,CL,8778c910
0,0,0,3.7,0.7,17,42,53,8,2204.8,19,894,31,0,13,13.5,13,21,CL,8b3d765f
0,0,0,11.1,1.1,28,80,161,39,5184.2,49,2062,68,6,0,9.4,27,21,CL,903b6e8b
0,0,0,0.1,0.1,3,27,37,5,1498.5,8,447,8,1,0,5.0,7,21,CL,93fffbcf
0,0,0,3.8,2.8,14,39,113,19,3457.8,24,808,45,4,9,9.0,7,21,CL,9d12e142
0,3,0,9.4,-0.6,50,107,177,29,6230.4,70,2450,143,10,63,12.6,33,21,CL,a3b0ed18
0,0,0,9.2,0.2,38,108,161,10,6262.9,36,1990,50,0,11,11.2,30,21,CL,a3b952f8
0,0,0,1.8,0.8,5,17,70,14,1631.0,22,726,26,0,82,20.7,7,21,CL,a9dc785c
0,0,0,9.8,-1.2,17,35,86,25,2433.8,29,1386,40,3,84,16.8,18,21,CL,ac4003af
0,0,0,2.2,0.2,4,11,68,11,1652.4,13,282,19,0,58,19.4,1,21,CL,afb0c500
0,2,0,12.1,-5.9,37,92,141,29,5555.4,43,1883,71,3,186,15.5,23,21,CL,b583aef5
1,1,1,16.7,1.7,26,75,261,43,7934.4,41,979,81,5,260,18.6,8,21,CL,bcb2ccd8
0,0,0,8.1,1.1,20,64,116,19,4060.0,34,1509,56,1,73,18.3,19,21,CL,cecbce23
1,1,0,7.5,-1.5,46,95,199,26,7024.7,32,1174,43,3,308,23.7,12,21,CL,d436eb94
0,1,0,6.6,-1.4,29,74,94,23,3929.2,30,1398,76,4,7,7.0,21,21,CL,d97b252e
0,0,1,8.9,-2.1,24,54,261,45,7334.1,24,475,90,2,43,10.8,2,21,CL,e358587b
0,0,0,1.0,1.0,4,6,14,6,404.6,13,364,6,0,0,0.0,4,21,CL,e40d028b
0,0,0,1.1,-0.9,3,5,12,5,409.2,6,105,7,0,0,0.0,1,21,CL,e5a76dfe
0,0,1,8.4,2.4,22,77,284,34,8321.2,31,830,64,2,79,15.9,5,21,CL,e9c0c1b2
0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,21,CL,eb2b33aa
1,2,0,18.7,3.7,47,140,334,62,10921.8,101,3211,181,5,100,12.5,32,21,CL,ecada4fc
0,0,1,9.7,-0.3,41,119,147,30,5703.6,61,2555,93,3,57,14.3,37,21,CL,ee8508c0
0,1,0,1.1,0.1,34,60,64,6,2848.0,19,1086,41,2,43,14.4,18,21,CL,f0f7f62f
0,0,0,7.6,1.6,18,38,119,18,3379.6,25,945,47,2,135,19.3,12,21,CL,f6798fc3
0,0,0,1.0,1.0,9,18,24,3,909.6,8,340,18,3,13,13.0,4,21,CL,f76e6b4e
0,2,1,8.4,-0.6,16,44,138,33,4181.4,47,1297,108,5,67,13.4,12,22,CL,01b8a2b2
1,2,1,20.3,4.3,54,153,265,50,9752.0,92,3670,152,4,68,13.6,42,22,CL,03df04ff
0,0,0,7.0,1.0,9,29,118,29,2914.6,33,933,70,3,134,14.9,11,22,CL,08f5afaa
1,2,0,4.5,-1.5,17,40,119,9,3665.2,11,325,25,4,7,7.9,2,22,CL,11c7fa75
0,0,0,0.5,0.5,7,23,27,2,1366.2,4,247,13,3,30,15.2,4,22,CL,11d8aff0
0,1,0,18.6,4.6,43,160,435,74,13659.0,61,3074,155,8,192,16.0,38,22,CL,1840e36d
0,0,0,0.7,0.7,7,19,24,3,960.0,8,435,11,0,0,7.0,6,22,CL,1e064bfb
0,0,0,3.7,0.7,3,10,21,1,699.3,8,224,17,0,0,13.0,2,22,CL,28d596a0
0,2,0,2.5,-0.5,3,11,16,4,668.8,16,462,23,0,10,10.5,4,22,CL,2edbd8d5
0,1,0,3.6,-0.4,5,8,22,5,657.8,11,317,23,3,0,10.8,3,22,CL,2fabebc0
0,0,0,5.4,-1.6,10,36,176,42,4576.0,48,1228,59,1,195,21.7,12,22,CL,33887998
0,0,1,7.1,2.1,20,47,211,16,5865.8,30,732,53,0,51,17.3,3,22,CL,3392603d
0,0,0,2.0,0.0,8,12,72,11,1670.4,14,375,33,2,9,9.9,3,22,CL,34c3b935
0,0,1,9.7,-3.3,33,75,272,37,7860.8,51,1836,77,1,282,20.2,17,22,CL,3bb7b8b4
0,0,0,0.8,0.8,0,0,2,0,26.0,3,54,2,0,0,18.0,0,22,CL,3e1550ee
0,0,0,4.1,0.1,27,103,128,27,5132.8,45,2430,94,6,9,9.8,36,22,CL,3f034750
0,1,1,7.9,-0.1,6,17,83,17,2158.0,13,210,37,0,52,17.4,0,22,CL,41f0b196
0,0,0,2.1,0.1,0,1,24,5,516.0,2,46,9,1,22,11.3,0,22,CL,42130443
0,0,0,0.3,0.3,2,6,17,3,535.5,3,92,7,0,0,10.0,1,22,CL,4c62d0c8
0,3,0,15.0,-2.0,28,67,108,26,3639.6,44,2068,61,5,257,23.4,29,22,CL,52b3c895
1,1,0,7.9,-0.1,35,78,99,11,3722.4,68,2679,99,1,0,6.4,36,22,CL,55b93ae0
0,0,1,14.0,-1.0,57,222,384,51,13708.8,124,5716,215,10,338,15.4,75,22,CL,625c144a
0,2,0,9.7,-3.3,25,90,213,38,6943.8,33,1102,86,8,34,11.4,13,22,CL,65d62814
0,0,0,8.4,-0.6,19,43,183,25,4995.9,36,1065,36,4,74,14.8,9,22,CL,6f51e382
0,0,0,3.0,-1.0,3,10,33,7,920.7,5,101,9,2,0,6.3,1,22,CL,728e9b2e
1,2,0,5.2,-1.8,17,41,238,45,5997.6,24,619,81,2,36,12.2,3,22,CL,74419746
0,2,0,14.5,0.5,39,84,434,74,11544.4,54,1782,99,7,327,18.2,17,22,CL,7a2e46a8
0,2,0,8.3,-0.7,25,65,108,17,3823.2,62,2442,76,0,80,20.0,25,22,CL,7ba6d84e
0,0,0,1.2,0.2,1,2,30,7,645.0,2,21,7,0,46,15.6,0,22,CL,7d3e7da6
0,0,0,6.7,0.7,40,65,321,43,8795.4,44,1104,65,3,531,23.1,6,22,CL,8778c910
0,1,1,10.4,0.4,56,149,248,26,10118.4,32,1408,72,6,235,19.6,18,22,CL,93fffbcf
0,2,0,9.1,1.1,19,68,67,12,2780.5,37,1983,59,0,0,7.2,27,22,CL,a04e2dd2
0,3,0,12.0,-1.0,22,58,134,28,4073.6,33,1828,61,2,125,17.9,26,22,CL,a111cf41
0,0,0,0.0,0.0,1,4,6,3,181.8,5,181,7,0,0,0.0,2,22,CL,a6de6361
0,0,0,7.8,1.8,8,28,43,8,1384.6,27,1185,30,1,47,15.8,15,22,CL,a9107589
0,0,0,2.3,0.3,15,24,72,20,2116.8,26,787,34,1,8,8.8,6,22,CL,b056e3da
0,0,0,1.7,-0.3,13,23,31,5,1122.2,12,572,14,2,40,20.0,8,22,CL,b583aef5
0,1,0,5.2,-0.8,19,42,63,16,2072.7,38,1364,69,2,20,10.3,16,22,CL,b8798a46
0,3,1,10.4,-2.6,19,48,166,23,4946.8,18,334,52,2,109,18.2,2,22,CL,bcb2ccd8
0,0,0,2.0,0.0,4,15,33,6,1092.3,9,423,18,0,18,18.3,6,22,CL,c89e8aae
0,0,1,7.9,-2.1,23,42,143,17,4004.0,36,1080,65,2,94,15.8,8,22,CL,cd59b9df
0,0,0,20.4,0.4,53,98,176,19,6230.4,47,1710,43,4,214,16.5,20,22,CL,d436eb94
1,2,0,8.6,0.6,37,87,142,24,5069.4,47,2303,80,2,29,14.8,31,22,CL,db401046
0,0,0,0.9,-0.1,0,1,2,2,54.0,2,68,1,0,0,0.0,1,22,CL,e1d4f20d
0,0,0,0.7,0.0,1,10,23,7,793.5,6,220,11,1,125,20.9,2,22,CL,e5a76dfe
