id,Gls,Sh,SoT,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,G-xG,np:G-xG
2bee98fd,2,35,11,0.06,0.18,16.0,1,0,0,3.3,3.3,-1.3,-1.3
fb5d47b3,1,25,8,0.04,0.13,16.9,0,0,0,1.9,1.9,-0.9,-0.9
1232e1dc,0,3,1,0.0,0.0,16.7,0,0,0,0.1,0.1,-0.1,-0.1
fc4f85b1,3,14,8,0.21,0.38,7.8,0,0,0,2.6,2.6,0.4,0.4
9d2a3d5f,0,9,3,0.0,0.0,22.5,0,0,0,0.4,0.4,-0.4,-0.4
9d2a3d5f,3,41,10,0.07,0.3,22.4,4,0,1,3.3,2.5,-0.3,0.5
4c2e9442,13,81,27,0.15,0.44,16.1,7,1,1,12.5,11.7,0.5,0.3
5a626448,2,25,8,0.08,0.25,23.0,2,0,0,2.1,2.1,-0.1,-0.1
bc6f5f06,0,9,3,0.0,0.0,11.9,0,0,0,0.8,0.8,-0.8,-0.8
b8c1de25,0,2,0,0.0,0.0,16.7,0,0,0,0.2,0.2,-0.2,-0.2
42dcf26d,1,14,2,0.07,0.5,14.8,0,0,0,1.2,1.2,-0.2,-0.2
f11fe861,0,7,1,0.0,0.0,9.4,0,0,0,0.7,0.7,-0.7,-0.7
896b5df2,0,1,0,0.0,0.0,24.6,0,0,0,0.0,0.0,0.0,0.0
6f5f82c0,0,2,0,0.0,0.0,21.4,0,0,0,0.1,0.1,-0.1,-0.1
a25250f8,0,39,7,0.0,0.0,29.2,8,0,0,1.2,1.2,-1.2,-1.2
1b17ed86,3,30,7,0.1,0.43,24.3,13,0,0,1.8,1.8,1.2,1.2
df69b544,15,110,42,0.11,0.29,19.8,16,3,3,13.9,11.6,1.1,0.4
ef322658,0,26,5,0.0,0.0,23.5,2,0,0,1.4,1.4,-1.4,-1.4
32974271,3,45,15,0.07,0.2,16.2,0,0,1,5.4,4.6,-2.4,-1.6
32974271,0,2,0,0.0,0.0,23.7,0,0,0,0.1,0.1,-0.1,-0.1
e6bc67d7,5,35,14,0.14,0.36,21.3,1,0,0,2.1,2.1,2.9,2.9
